OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,GRMZM2G057459,GRMZM2G148807
KAKRNA4_10346258_GRoot_NC368_CGAAGG,GRoot,GRoot,NC368,NC368,282set_NC368,NC368,NC368:8042MABXX:2:G5,Ames27180,0.45052,0.90104
KAKRNA23_10346932_L3Base_NC368_TCGAGG,L3Base,L3Base,NC368,NC368,282set_NC368,NC368,NC368:8042MABXX:2:G5,Ames27180,0.4695,2.3475
KAKRNA24_L3Tip_NC368_TCGAGG,L3Tip,L3Tip,NC368,NC368,282set_NC368,NC368,NC368:8042MABXX:2:G5,Ames27180,1.32181,15.20078
KAKRNA18_Kern_NC368_ACCTAC,Kern,Kern,NC368,NC368,282set_NC368,NC368,NC368:8042MABXX:2:G5,Ames27180,0,4.63061
10344823_LMAD8_ND246_CCGCAA,LMAD8,LMAD,ND246,ND246,282set_ND246,ND246,ND246:8042MABXX:3:F6,PI550490,0,19.69112
10344826_LMAN8_ND246_CGTCGC,LMAN8,LMAN,ND246,ND246,282set_ND246,ND246,ND246:8042MABXX:3:F6,PI550490,0,10.3045
KAKRNA3_GShoot_ND246_CCTAAG,GShoot,GShoot,ND246,ND246,282set_ND246,ND246,ND246:8042MABXX:3:F6,PI550490,0.7664,1.34119
KAKRNA4_10346258_GRoot_ND246_CCTAAG,GRoot,GRoot,ND246,ND246,282set_ND246,ND246,ND246:8042MABXX:3:F6,PI550490,0.25032,0.75095
KAKRNA20_10346930_L3Base_ND246_GATCAC,L3Base,L3Base,ND246,ND246,282set_ND246,ND246,ND246:8042MABXX:3:F6,PI550490,0,0.67432
KAKRNA21_10346931_L3Tip_ND246_GATCAC,L3Tip,L3Tip,ND246,ND246,282set_ND246,ND246,ND246:8042MABXX:3:F6,PI550490,0,15.65639
KAKRNA18_Kern_ND246_CAAGCA,Kern,Kern,ND246,ND246,282set_ND246,ND246,ND246:8042MABXX:3:F6,PI550490,0,4.26685
10343927_LMAD26_Oh7B_GTAGAA,LMAD26,LMAD,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,0.43297,22.73116
10344827_LMAN26_Oh7B_GTTACC,LMAN26,LMAN,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,1.6871,19.40171
KAKRNA14_GShoot_Oh7B_GTTACC,GShoot,GShoot,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,0.46232,0.92465
KAKRNA2_10346259_GRoot_Oh7B_AACCGA,GRoot,GRoot,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,0,0
KAKRNA20_10346930_L3Base_Oh7B_TATGTC,L3Base,L3Base,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,0,1.05922
KAKRNA21_10346931_L3Tip_Oh7B_TATGTC,L3Tip,L3Tip,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,0,23.05479
KAKRNA17_Kern_Oh7B_TACCTT,Kern,Kern,Oh7B,Oh7B,282set_OH7B,OH7B,OH7B:8042MABXX:4:B11,Ames19323,0,0.28218
10343262_LMAN8_Oh40B_AAGTGG,LMAN8,LMAN,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,1.24372,9.32787
KAKRNA3_GShoot_Oh40B_CTCATA,GShoot,GShoot,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,0.37996,1.89981
KAKRNA4_10346258_GRoot_Oh40B_CTCATA,GRoot,GRoot,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,0.5636,0.5636
KAKRNA27_10346929_L3Tip_Oh40B_CAATGC,L3Tip,L3Tip,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,0,10.26017
KAKRNA26_L3Base_Oh40B_CAATGC,L3Base,L3Base,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,0.34586,4.49618
KAKRNA16_Kern_Oh40B_GGCCAA,Kern,Kern,Oh40B,Oh40B,282set_Oh40B,Oh40B,Oh40B:8042MABXX:2:D8,NSL28966,0,5.3331
10343262_LMAN8_Oh43E_TGCACG,LMAN8,LMAN,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,2.45336,7.36007
KAKRNA14_GShoot_Oh43E_AATGAA,GShoot,GShoot,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,0,0.95887
KAKRNA2_10346259_GRoot_Oh43E_GCAGCC,GRoot,GRoot,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,0,0.39607
KAKRNA20_10346930_L3Base_Oh43E_GTGTAG,L3Base,L3Base,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,0.76223,0.38112
KAKRNA21_10346931_L3Tip_Oh43E_GTGTAG,L3Tip,L3Tip,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,0,5.41156
KAKRNA16_Kern_Oh43E_CGCCTG,Kern,Kern,Oh43E,Oh43E,282set_Oh43E,Oh43E,Oh43E:8042MABXX:2:E7,Ames27183,1.50146,7.50731
10343262_LMAN8_Oh603_AGACCA,LMAN8,LMAN,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0.34354,21.29946
10344826_LMAD8_Oh603_CACACT,LMAD8,LMAD,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0,40.62211
KAKRNA3_GShoot_Oh603_TGGCGA,GShoot,GShoot,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,1.02297,2.38693
KAKRNA4_10346258_GRoot_Oh603_TGGCGA,GRoot,GRoot,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0,2.16069
KAKRNA23_10346932_L3Base_Oh603_GATTGT,L3Base,L3Base,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0.44008,2.20038
KAKRNA24_L3Tip_Oh603_GATTGT,L3Tip,L3Tip,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0,16.78771
KAKRNA18_Kern_Oh603_CGAAGG,Kern,Kern,Oh603,Oh603,282set_Oh603,Oh603,Oh603:8042MABXX:2:D7,PI573098,0,2.55234
10343264_LMAN26_Os420_GTCAGG,LMAN26,LMAN,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0,4.61275
10343927_LMAD26_Os420_CAATGC,LMAD26,LMAD,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0,16.15264
KAKRNA14_GShoot_Os420_TGTGCA,GShoot,GShoot,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0,0.35569
KAKRNA2_10346259_GRoot_Os420_CGCCTG,GRoot,GRoot,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0,0.61212
KAKRNA23_10346932_L3Base_Os420_CATCTA,L3Base,L3Base,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0,2.69194
KAKRNA24_L3Tip_Os420_CATCTA,L3Tip,L3Tip,Os420,Os420,282set_Os420,Os420,Os420:8042MABXX:2:H5,NSL65874,0,4.38253
10344823_LMAD8_P39_GTGCCA,LMAD8,LMAD,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,1.17089,48.00655
10344826_LMAN8_P39_ATAAGA,LMAN8,LMAN,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,0.61629,54.2337
KAKRNA23_10346932_L3Base_P39_CGCCTG,L3Base,L3Base,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,0,6.3465
KAKRNA24_L3Tip_P39_CGCCTG,L3Tip,L3Tip,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,0,17.1931
KAKRNA17_Kern_P39_GATCAC,Kern,Kern,P39,P39,282set_P39Goodman-Buckler,P39,P39,PI587133,0,2.95861
10343262_LMAN8_Pa762_CAATGC,LMAN8,LMAN,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,0,6.19324
10344823_GShoot_Pa762_ACAACG,GShoot,GShoot,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,0.71217,2.84866
10344825_GRoot_Pa762_ACAACG,GRoot,GRoot,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,0.47678,1.90712
KAKRNA23_10346932_L3Base_Pa762_TTCCGC,L3Base,L3Base,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,1.36686,3.18934
KAKRNA24_L3Tip_Pa762_TTCCGC,L3Tip,L3Tip,Pa762,Pa762,282set_Pa762,Pa762,Pa762:8042MABXX:4:F8,Ames27184,0.51984,5.19845
10343262_LMAN8_Pa875_ACTCTT,LMAN8,LMAN,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,0,10.86191
10344826_LMAD8_Pa875_GCGAAT,LMAD8,LMAD,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,0,33.5371
KAKRNA5_GShoot_Pa875_GAGTCC,GShoot,GShoot,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,0.4606,1.38179
KAKRNA6_10346261_GRoot_Pa875_GAGTCC,GRoot,GRoot,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,1.25225,0
KAKRNA16_Kern_Pa875_AATGAA,Kern,Kern,Pa875,Pa875,282set_Pa875,Pa875,Pa875:8042MABXX:2:C10,Ames27185,0,0.46268
10343927_LMAD26_Pa880_TCGTTC,LMAD26,LMAD,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0,53.98676
10344827_LMAN26_Pa880_GCGCTG,LMAN26,LMAN,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0.41706,26.27459
KAKRNA14_GShoot_Pa880_ACCGTG,GShoot,GShoot,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0.6201,2.48042
KAKRNA2_10346259_GRoot_Pa880_CCTGCT,GRoot,GRoot,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0,3.37033
KAKRNA20_10346930_L3Base_Pa880_AACGCC,L3Base,L3Base,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,2.13944,3.4231
KAKRNA21_10346931_L3Tip_Pa880_AACGCC,L3Tip,L3Tip,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0,30.58466
KAKRNA16_Kern_Pa880_GGTATA,Kern,Kern,Pa880,Pa880,282set_Pa880,Pa880,Pa880:8042MABXX:4:F2,PI517974,0,4.85941
10343927_LMAN8_Pa91_AGTTGA,LMAN8,LMAN,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,18.23096
10344826_LMAD8_Pa91_CCAATT,LMAD8,LMAD,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,38.80798
KAKRNA3_GShoot_Pa91_TCTTAA,GShoot,GShoot,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0.22952,2.2952
KAKRNA4_10346258_GRoot_Pa91_TCTTAA,GRoot,GRoot,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0.72451,0.2415
KAKRNA27_10346929_L3Tip_Pa91_ACCAGT,L3Tip,L3Tip,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,23.09096
KAKRNA26_L3Base_Pa91_ACCAGT,L3Base,L3Base,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,0.93258
KAKRNA17_Kern_Pa91_CCGCAA,Kern,Kern,Pa91,Pa91,282set_Pa91,Pa91,Pa91:8042MABXX:4:E5,PI587147,0,0.73834
10344823_LMAD8_R168_ACTCTT,LMAD8,LMAD,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,0,29.0209
10344826_LMAN8_R168_AGTACT,LMAN8,LMAN,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,1.64741,12.08104
KAKRNA3_GShoot_R168_ACTCTT,GShoot,GShoot,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,3.5738,2.14428
KAKRNA4_10346258_GRoot_R168_ACTCTT,GRoot,GRoot,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,0.58802,0
KAKRNA20_10346930_L3Base_R168_TGCTAT,L3Base,L3Base,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,2.98936,3.41641
KAKRNA21_10346931_L3Tip_R168_TGCTAT,L3Tip,L3Tip,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,0.76589,5.36124
KAKRNA16_Kern_R168_CAAGCA,Kern,Kern,R168,R168,282set_R168,R168,R168:8042MABXX:2:A2,Ames19326,0,6.71484
10343262_LMAN8_R177_GTTACC,LMAN8,LMAN,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,0.57715,8.08004
KAKRNA14_GShoot_R177_AACGCC,GShoot,GShoot,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,1.4973,0.9982
KAKRNA2_10346259_GRoot_R177_AGGCAT,GRoot,GRoot,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,0.5904,0.5904
KAKRNA23_10346932_L3Base_R177_CAATGC,L3Base,L3Base,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,1.48575,1.11431
KAKRNA24_L3Tip_R177_CAATGC,L3Tip,L3Tip,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,2.203,0.55075
KAKRNA16_Kern_R177_AGACCA,Kern,Kern,R177,R177,282set_R177,R177,R177:8042MABXX:3:A10,NSL30894,0,1.63524
10343262_LMAN8_R229_GTAGAA,LMAN8,LMAN,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,29.21248
10344826_LMAD8_R229_TGGATT,LMAD8,LMAD,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0.50522,56.5843
KAKRNA5_GShoot_R229_TGTGCA,GShoot,GShoot,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0,3.05103
KAKRNA6_10346261_GRoot_R229_TGTGCA,GRoot,GRoot,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,2.35019,3.13358
KAKRNA23_10346932_L3Base_R229_GAGTCC,L3Base,L3Base,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0.49486,2.4743
KAKRNA24_L3Tip_R229_GAGTCC,L3Tip,L3Tip,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0.9956,24.39212
KAKRNA18_Kern_R229_ATACTG,Kern,Kern,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0.27804,5.00469
KAKRNA16_Kern_R229_GCGCTG,Kern,Kern,R229,R229,282set_R229,R229,R229:8042MABXX:3:B6,PI592734,0.4109,1.2327
10343264_LMAN26_R4_GCTCGA,LMAN26,LMAN,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0,4.97218
10343927_LMAD26_R4_CAGGAC,LMAD26,LMAD,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0,59.08032
KAKRNA3_GShoot_R4_AATAGC,GShoot,GShoot,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0.55967,2.79837
KAKRNA4_10346258_GRoot_R4_AATAGC,GRoot,GRoot,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0.5695,1.13901
KAKRNA20_10346930_L3Base_R4_AGACCA,L3Base,L3Base,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,1.91909,4.222
KAKRNA21_10346931_L3Tip_R4_AGACCA,L3Tip,L3Tip,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0,37.56278
KAKRNA16_Kern_R4_GCTCGA,Kern,Kern,R4,R4,282set_R4,R4,R4:8042MABXX:3:G11,Ames27187,0,12.4167
10343262_LMAN8_SA24_CCTGCT,LMAN8,LMAN,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0.42418,25.87489
10344826_LMAD8_SA24_AACAAG,LMAD8,LMAD,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0,32.10434
KAKRNA3_GShoot_SA24_CGCGGA,GShoot,GShoot,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,2.71888,1.35944
KAKRNA4_10346258_GRoot_SA24_CGCGGA,GRoot,GRoot,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0,0.96241
KAKRNA20_10346930_L3Base_SA24_GTCAGG,L3Base,L3Base,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0.89212,0.44606
KAKRNA21_10346931_L3Tip_SA24_GTCAGG,L3Tip,L3Tip,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0.83426,32.11911
KAKRNA16_Kern_SA24_CATCTA,Kern,Kern,SA24,SA24,282set_SA24,SA24,SA24:8042MABXX:3:B5,Ames27188,0,0.3709
10343264_LMAD26_SC213R_CGCAAC,LMAD26,LMAD,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,0.36248,14.13665
10344827_LMAN26_SC213R_AGTACT,LMAN26,LMAN,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,0.29634,10.07563
KAKRNA5_GShoot_SC213R_CATCTA,GShoot,GShoot,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,2.02517,1.15724
KAKRNA6_10346261_GRoot_SC213R_CATCTA,GRoot,GRoot,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,0,0
KAKRNA27_10346929_L3Tip_SC213R_ATACTG,L3Tip,L3Tip,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,0,8.8197
KAKRNA26_L3Base_SC213R_ATACTG,L3Base,L3Base,SC213R,SC213R,282set_SC213R,SC213R,SC213R:8042MABXX:2:B8,NSL53083,2.18543,1.31126
10343927_LMAD26_SC357_GACATC,LMAD26,LMAD,SC357,SC357,282set_SC357,SC357,SC357:8042MABXX:3:G12,NSL53094,0.98095,21.58093
10344827_LMAN26_SC357_CGCAAC,LMAN26,LMAN,SC357,SC357,282set_SC357,SC357,SC357:8042MABXX:3:G12,NSL53094,0,6.57793
KAKRNA5_GShoot_SC357_ACAACG,GShoot,GShoot,SC357,SC357,282set_SC357,SC357,SC357:8042MABXX:3:G12,NSL53094,0.62047,2.48188
KAKRNA6_10346261_GRoot_SC357_ACAACG,GRoot,GRoot,SC357,SC357,282set_SC357,SC357,SC357:8042MABXX:3:G12,NSL53094,0,1.30401
10343264_LMAD26_SC55_CGATCT,LMAD26,LMAD,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0.40812,42.03671
10344827_LMAN26_SC55_ACCGTG,LMAN26,LMAN,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0.8118,38.56029
KAKRNA14_GShoot_SC55_CAACAG,GShoot,GShoot,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0.42242,0.42242
KAKRNA2_10346259_GRoot_SC55_TTGGTA,GRoot,GRoot,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0.76642,1.53284
KAKRNA20_10346930_L3Base_SC55_CACACT,L3Base,L3Base,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,1.87458,1.40593
KAKRNA21_10346931_L3Tip_SC55_CACACT,L3Tip,L3Tip,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0,16.36127
KAKRNA17_Kern_SC55_ATAAGA,Kern,Kern,SC55,SC55,282set_SC55,SC55,SC55:8042MABXX:3:C12,Ames27189,0,3.89957
10343262_LMAN8_SD40_CAGATG,LMAN8,LMAN,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0,16.27394
KAKRNA3_GShoot_SD40_TCGTTC,GShoot,GShoot,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0,5.12283
KAKRNA4_10346258_GRoot_SD40_TCGTTC,GRoot,GRoot,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0,0.52904
KAKRNA20_10346930_L3Base_SD40_ACGTCT,L3Base,L3Base,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0.36874,2.94995
KAKRNA21_10346931_L3Tip_SD40_ACGTCT,L3Tip,L3Tip,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0,32.48335
KAKRNA26_L3Base_SD40_CAGCGT,L3Base,L3Base,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0.84134,2.10335
KAKRNA17_Kern_SD40_ACCAGT,Kern,Kern,SD40,SD40,282set_SD40,SD40,SD40:8042MABXX:3:G9,PI606768,0,2.72037
10344823_LMAD8_SD44_GTGTAG,LMAD8,LMAD,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0.54681,70.53906
10344823_LMid_SD44_CGCAAC,L3Mid,L3Mid,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,12.38175
10344825_L3Base_SD44_CGCAAC,L3Base,L3Base,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,6.88567
10344826_LMAN8_SD44_GTAGAA,LMAN8,LMAN,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,1.00281,41.11522
KAKRNA14_GShoot_SD44_CGCAAC,GShoot,GShoot,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,3.2469
KAKRNA2_10346259_GRoot_SD44_AGAATC,GRoot,GRoot,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,3.51287
KAKRNA20_10346930_L3Base_SD44_CAACAG,L3Base,L3Base,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,3.03526
KAKRNA21_10346931_L3Tip_SD44_CAACAG,L3Tip,L3Tip,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,40.44849
KAKRNA18_Kern_SD44_GAAGTG,Kern,Kern,SD44,SD44,282set_SD44,SD44,SD44:8042MABXX:3:G4,PI524969,0,0.87542
10343927_LMAD26_Sg1533_GGCTGC,LMAD26,LMAD,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,0,22.41888
10344827_LMAN26_Sg1533_AACAAG,LMAN26,LMAN,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,0,5.00408
KAKRNA3_GShoot_Sg1533_GGTGAG,GShoot,GShoot,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,2.03145,0.81258
KAKRNA4_10346258_GRoot_Sg1533_GGTGAG,GRoot,GRoot,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,0.51019,1.02039
KAKRNA23_10346932_L3Base_Sg1533_AACGCC,L3Base,L3Base,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,0.64157,2.56629
KAKRNA24_L3Tip_Sg1533_AACGCC,L3Tip,L3Tip,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,1.37126,6.85631
KAKRNA17_Kern_Sg1533_AACGCC,Kern,Kern,Sg1533,Sg1533,282set_Sg1533,Sg18,Sg1533:8042MABXX:4:B10,PI587132,0,3.05017
10343262_LMAN8_SG18_GCATGG,LMAN8,LMAN,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,15.73908
10344826_LMAD8_SG18_CGCCTG,LMAD8,LMAD,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,20.18855
KAKRNA14_GShoot_SG18_CAGATG,GShoot,GShoot,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,2.32657,0.93063
KAKRNA2_10346259_GRoot_SG18_ATGGCG,GRoot,GRoot,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0.59615,0.29807
KAKRNA27_10346929_L3Tip_SG18_GCGCTG,L3Tip,L3Tip,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,12.0547
KAKRNA20_10346930_L3Base_SG18_CCAATT,L3Base,L3Base,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,1.38744,2.77487
KAKRNA21_10346931_L3Tip_SG18_CGCGGA,L3Tip,L3Tip,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,5.95475
KAKRNA26_L3Base_SG18_GCGCTG,L3Base,L3Base,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0.61703,1.8511
KAKRNA18_Kern_SG18_GACGAT,Kern,Kern,SG18,SG18,282set_Sg18,Sg1533,Sg18:8042MABXX:2:F5,NSL75979,0,2.61532
10343264_LMAN26_T232_ATTGGT,LMAN26,LMAN,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0,9.37694
10343927_LMAD26_T232_CCTAAG,LMAD26,LMAD,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0,35.77927
10344823_GShoot_T232_GCGCTG,GShoot,GShoot,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0.49881,0
10344825_GRoot_T232_GCGCTG,GRoot,GRoot,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0.5929,0.29645
KAKRNA28_L3Base_T232_TGGCGA,L3Base,L3Base,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0.57699,1.15399
KAKRNA28_L3Mid_T232_GCGAAT,L3Mid,L3Mid,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0,30.16513
KAKRNA28_L3Tip_T232_CAATGC,L3Tip,L3Tip,T232,T232,282set_T232,T232,T232:8042MABXX:4:F4,PI550522,0.64075,19.86318
