Genotype	X.1060..pyruvic.acid..6.714	X.971..oxalic.acid..7.883	X.6287..L.valine.2..9.151	X.700..ethanolamine..9.879	X.6106..L.leucine.2..9.945	X.938..nicotinic.acid..10.27	X.791..DL.isoleucine.2..10.225	X.444266..maleic.acid..10.323	X.439194..glyceric.acid..10.735	X.444972..fumaric.acid..10.94	X.439742..beta.cyano.L.alanine..11.288	X.6288..L.threonine.2..11.464	X.239..Beta..alanine..1..12.044	X.12647..L.homoserine.2..12.359	X.5960..aspartic.acid.2..13.207	X.5810..trans.4.hydroxy.L.proline.2..13.267	X.119..gamma.aminobutyric.acid..GABA...13.326	X.5460407..threonic.acid..13.652	X.1001..phenethylamine..13.742	X.51..alpha.ketoglutaric.acid..13.859	X.738..L.glutamine.2..14.083	X.236..L.asparagine.2..14.984	X.2724705..1.6.anhydro.glucose..15.326	X.6912..xylitol..15.376	X.827..ribitol..15.66	X.754..glycerol.1.phosphate..16.056	X.439183..3.phosphoglyceric.acid..16.504	X.6262..L.ornithine.2..16.632	X.9750..citrulline.2..16.691	X.835..dehydroascorbic.acid..1..16.863	X.204..allantoin.1..17.293	X.448388..D.allose.1..17.278	X.5962..L.lysine.2..17.643	X.637542..4.hydroxycinnamic.acid..17.854	X.6057..tyrosine.2..17.871	X.128869..galactonic.acid.2..18.504	X.5460673..D.saccharic.acid..18.614	X.3037582..mucic.acid..18.907	X.1549111..caffeic.acid..19.755	X.5280450..linoleic.acid..20.399	X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65	X.439958..D.glucose.6.phosphate.1..21.394	X.60961..adenosine..23.825	X.5460935..turanose.1..24.81	X.6255..maltose.1..24.702	X.6255..maltose..2..24.915	X.642609..trans.caftaric.acid.2..25.529	X.6537496..chlorogenic.acid.1..26.37	X.439451..galactinol.2..26.479	X.2116..alpha.tocophereol..27.379	X.6537496..chlorogenic.acid.2..27.18._alt	X.5321515..stigmasterol..28.442	X.5321342..beta.sitosterol..28.848	X.439242..Raffinose..29.282	X.750..glycine..10.456..s100	X.5951..L.serine.2..11.174..s100	X.92824..D.malic.acid..12.794..s100	X.33032..L.glutamic.acid.3..dehydrated...13.232..s100	X.444212..trans.aconitic.acid..15.842..s100	X.8742..shikimic.acid..16.433..s100	X.311..citric.acid..16.615..s100	X.6508..quinic.acid..17.076..s100	X.5984..fructose.1..17.18..s100	X.892..myo.inositol..19.354..s100	X.5988..Sucrose..23.988..s100	X.6537496..chlorogenic.acid.2..27.18..s100
CO125	0.003899389	0.000107874	0.014331479	0.002598591	0.001662914	0.001047854	0.002025442	7.76E-05	0.00893252	0.015851563	0.012557095	0.013270657	0.001834216	0.001866755	0.056300875	0.000519624	0.003171327	0.007074724	0.000451893	0.004595974	0.000209382	0.064450157	0.000868358	0.002391979	0.02020202	0.01725776	0.004159113	0.002494725	0.001676177	0.001327502	0.049830542	0.000726825	0.000637166	0.003148514	0.018656589	0.000281829	0.003953091	0.002061283	0.014162476	0.00033665	0.000327219	0.009506729	0.000106401	0.0020054	0.001978343	0.007937011	0.0007372	0.000112708	0.008620451	0.002978214	0.005335532	0.00114612	0.003738521	0.00376045	0.18271887	0.156266435	0.017524134	0.007997389	0.003094983	0.013915335	0.014689081	0.003681338	0.036662254	0.036813376	0.519153232	NA
CO255	0.010456881	0.000146834	0.012327351	0.002569766	0.003116924	0.000702682	0.004827581	4.82E-05	0.009323346	0.012465213	0.00052261	0.016455918	0.01875978	0.003942852	0.076379251	0.002343308	0.022933718	0.006979022	0.000166754	0.008414408	0.000623114	0.006308281	0.001974868	0.000480286	0.019762846	0.021134012	0.004463317	0.006251116	0.00223496	0.003821976	0.010978023	0.000828693	0.000529833	0.001910254	0.015447379	0.000919434	0.000677344	0.005396069	0.008638214	0.000528648	0.000109533	0.016857652	0.000199654	0.002767332	0.004511566	0.004082971	0.00031167	0.00057684	0.008948925	0.003190736	0.015801146	0.000812384	0.006955152	0.008393077	0.338757205	0.220440105	0.03139083	0.010687346	0.026352037	0.030138222	0.032667072	NA	0.049225132	0.042763565	0.904071023	0.009841245
D940Y	0.007782079	0.000178482	0.013298372	0.002924691	0.001471911	0.001799128	0.001646154	1.59E-05	0.009681179	0.010120424	0.020559898	0.010459461	0.006791174	0.002816396	0.052425199	0.00075359	0.021071429	0.006082885	0.000111755	0.006549271	0.000783687	0.062957491	0.002393756	0.002264464	0.019920319	0.026430044	0.003408147	0.011981534	0.004577728	0.001609058	0.028980584	0.000650934	0.001134079	0.001435165	0.019750742	0.000276161	0.001636316	0.001604392	0.009376205	0.000771632	0.00012241	0.022708601	0.000191158	0.002062029	0.002781166	0.002730577	0.000754173	0.000125987	0.008054623	0.000503443	0.002230478	0.000551466	0.002139137	0.009285681	0.244998785	0.240201	0.01255984	0.013711731	0.00793114	0.02307481	0.016749976	0.039259408	0.064664419	0.036126053	0.606697877	0.001067349
DE-2	0.003989879	0.000264773	0.010357212	0.004934898	0.003432772	0.000638483	0.0036518	1.62E-05	0.019349374	0.008102739	0.001186683	0.012562167	0.002709926	0.00191545	0.09201109	0.000423804	0.001027809	0.006454263	0.000151119	0.00454552	0.000225107	0.007252249	0.002268778	NA	0.020325203	0.022635219	0.005786698	0.00497797	0.001922943	0.001788539	0.009105659	0.000588652	0.000869721	0.009299693	0.019674354	0.000597769	0.000882192	0.001596025	0.003511004	0.001094251	0.000148028	0.017326611	9.24E-05	0.001677506	0.002411827	0.002570492	NA	0.000286047	0.006536425	0.00116106	0.002647676	0.000683704	0.003768598	0.004093053	0.131076405	0.079118925	0.03081152	0.007998556	0.018622515	0.016292789	0.015553598	0.011867839	0.025397583	0.040415905	0.402859089	0.007289953
DE1	0.009752702	0.000183976	0.011392391	0.006871359	0.004775253	7.37E-05	0.003632376	3.44E-06	0.022981592	0.005885644	0.001479661	0.016132865	0.002388429	0.001851969	0.072823696	0.000566597	0.001496506	0.00600522	0.000160313	0.010213704	0.000379412	0.008823939	0.00255917	NA	0.020746888	0.023073609	0.004503614	0.004279187	0.00182928	0.00247019	0.005512878	0.000637587	0.000899084	0.01052121	0.017930174	0.00033306	0.000608824	0.002333597	0.003258808	0.001822404	0.000172918	0.012479634	0.000309511	0.0021314	0.002345629	0.001729585	NA	8.59E-05	0.006245804	0.002728536	0.003133387	0.000980902	0.006751324	0.003725768	0.185308736	0.072111936	0.039858129	0.011542788	0.024871874	0.025682524	0.022375361	0.031981199	0.032461849	0.058990892	0.638956802	0.000459129
DE811	0.00686309	0.000449512	0.008582395	0.006211285	0.000725958	0.000370608	0.000596008	4.96E-05	0.008498177	0.005093061	0.002696025	0.01044727	0.003364094	0.004458929	0.052465493	0.001715199	0.018192194	0.005578885	0.001525346	0.007276571	0.000685862	0.032305164	0.002768166	0.000914845	0.018315018	0.003547063	0.012958434	0.01179021	0.004092266	0.000643149	0.017704477	0.000710741	0.002067168	0.007235429	0.018027984	0.00053212	0.00088582	0.018395452	NA	NA	0.00028478	0.024213706	0.000277292	0.003183218	0.00266237	0.004072017	7.21E-06	0.007000286	0.001777557	NA	0.006263458	NA	NA	0.001315284	0.209740846	0.105868645	0.019225462	0.009533118	0.009798494	0.013027914	0.029040287	0.011974576	0.022258912	0.030628459	0.787117103	0.002025022
E2558W	0.018522241	0.000322667	0.018049775	0.004758934	0.005552933	0.001388801	0.004844966	8.49E-05	0.026883501	0.00673833	0.00819208	0.012868575	0.008668706	0.002457676	0.0565966	0.000759917	0.008895083	0.006228378	0.000960768	0.007877401	0.000695062	0.045438217	0.001149708	0.002056777	0.02016129	0.02660177	0.013532344	0.008292198	0.003566636	0.001982799	0.01943503	0.001029074	0.0013992	0.002816599	0.026598839	0.000494731	0.001048124	0.004010504	0.012484551	0.001025434	0.000122761	0.023537569	0.000395085	0.003247137	0.003792872	0.004067418	0.002909485	0.000635785	0.015225849	0.002672236	0.028386979	0.001071097	0.007944478	0.006492855	0.257349738	0.126818625	0.025051876	0.007929877	0.012340313	0.034288549	0.031942255	0.054910187	0.061261019	0.058691976	0.710738696	0.003187791
EP1	0.006350193	0.000391575	0.009472932	0.00205299	0.00266076	0.000395405	0.003439976	5.27E-05	0.012944228	0.007654867	0.000349658	0.011523666	0.006082008	0.00123406	0.059193078	0.003731612	0.017350394	0.006792131	8.23E-05	0.005615307	0.000315978	0.002010181	0.001410227	0.001273616	0.019267823	0.002245315	0.005117077	0.001852585	0.000731213	0.00088776	0.013799514	0.000645386	0.000315348	0.002613912	0.008646238	0.000389687	0.000918397	0.005891309	0.011400695	NA	6.50E-05	0.013346401	0.000230675	0.002026444	0.002905705	0.00224542	0.000441204	0.004707297	0.001306877	NA	0.046575477	NA	NA	0.000769825	0.23174543	0.049480278	0.015955811	0.004902141	0.0138841	0.033742542	0.01554692	0.007437261	0.042515512	0.019894788	0.75057733	0.037904137
F6	0.00477308	0.000281727	0.013122185	0.005151835	0.005492082	0.000450742	0.003711344	2.41E-05	0.008732511	0.006732839	0.002290594	0.019985963	0.004211087	0.006459549	0.102134143	0.003037395	0.002875736	0.010249911	5.96E-05	0.006999746	0.001485598	0.00866815	0.001206142	NA	0.018867925	0.008281229	0.003185209	0.008768423	0.003036476	0.003056649	0.011646701	0.000753237	0.001341895	0.002100919	0.018324157	0.001093159	0.001042969	0.00886107	0.009103207	0.000822412	0.000248789	0.012851978	0.000290921	0.00207577	0.003564342	0.002718458	0.000437761	0.000117905	0.04737774	3.25E-05	0.003037071	NA	NA	0.052454235	0.168386512	0.129404726	0.0418129	0.018436164	0.017295083	0.01761582	0.02058263	0.028823083	0.067866549	0.09363647	0.690292178	0.001122577
F7	0.007905695	0.000174574	0.00806648	0.005167484	0.004175924	0.001096341	0.004319398	2.98E-05	0.008046435	0.004879079	0.000384925	0.011367651	0.007948457	0.001753514	0.095393089	0.000841648	0.010394557	0.006326451	0.000129989	0.00707577	0.000599832	0.001123918	0.002252513	NA	0.022573363	0.02431807	0.002287926	0.004686951	0.00161004	0.001340465	0.008229027	0.000876818	0.000524329	0.001451928	0.012165018	0.00037138	0.000565573	0.000921403	0.005793496	0.001574141	0.000105327	0.008112887	0.000462068	0.001648672	0.00553777	0.003656394	0.000723382	0.000235256	0.042360226	0.002064212	0.002216372	0.000939322	0.005354814	0.013256925	0.084101176	0.063201401	0.014111699	0.011199655	0.012578692	0.02333652	0.017552598	0.013810453	0.062833211	0.057209954	0.620700551	0.002630881
F44	0.007701652	0.000251923	0.014484848	0.006581711	0.008709791	0.001564965	0.009034495	1.38E-05	0.011119406	0.002370727	0.007976899	0.013190893	0.012679956	0.00317029	0.055934622	0.001113029	0.021812964	0.005353981	0.000783642	0.007107588	0.000483823	0.038044016	0.000918947	NA	0.018518519	0.007218275	0.003836689	0.006130533	0.002320423	0.000969251	0.016219368	0.00112333	0.00163012	0.002961224	0.0299674	0.000430397	0.002111624	0.002202199	0.011118024	0.000386157	0.000126118	0.015259215	0.000848931	0.002770442	0.003377439	0.002368364	0.000484447	0.000675497	0.024223738	NA	0.005455125	NA	2.97E-05	0.012843579	0.093369685	0.088382242	0.007441652	0.011068086	0.009654391	0.018878528	0.018676571	0.035109671	0.049668089	0.10788859	0.597224417	0.002037125
F2834T	0.014444236	0.000198916	0.018757106	0.007432439	0.007528772	0.001317986	0.006932604	8.96E-05	0.026354116	0.009873684	0.000656416	0.019784741	0.003910915	0.001449501	0.087608637	0.000580767	0.023300723	0.006867137	0.007960303	0.008679867	0.000691082	0.002979484	0.001227904	0.002742421	0.018214936	0.023274626	0.007423482	0.004351274	0.00289359	0.003607225	0.001074158	0.00067536	0.000824144	0.011388524	0.022084289	0.000653967	0.001289118	0.013924619	0.002321393	0.001815308	0.000188735	0.017887212	0.000317092	0.000664148	0.001868468	0.004364419	NA	0.005525567	0.014604941	0.005225872	0.012841311	0.000983689	0.005640264	0.009755056	0.09924469	0.069780241	0.040003306	0.010347334	0.010851344	0.012131531	0.014666703	0.026228702	0.046217755	0.045088771	0.674496972	0.005060265
GA209	0.015753639	0.000235785	0.009902268	0.008887636	0.004433324	0.000862848	0.004674674	6.25E-06	0.015988364	0.006088746	0.002444126	0.015159381	0.003740916	0.001180937	0.076218709	0.001055917	0.02965264	0.007656775	0.000522394	0.008022933	0.000526633	0.011951088	0.000905405	NA	0.018214936	0.023796287	0.002907852	0.00455967	0.001875572	0.001264991	0.007379175	0.000978541	0.000661829	0.003825658	0.021991943	NA	0.001394887	0.002635711	0.012024966	0.001501624	0.000154911	0.014222761	0.000858396	0.002003719	0.004264528	0.00381543	0.001642596	0.000170916	0.037331567	0.000831898	0.008448713	0.001369395	0.004460565	0.028026208	0.14360287	0.074409024	0.023691964	0.00778458	0.013207056	0.025443086	0.0140908	0.033980485	0.067491821	0.051862653	0.624381175	0.002520306
GT112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H84	0.011608488	6.87E-05	0.009450057	0.002825079	0.002753058	0.000327094	0.002599811	0.000108082	0.01530112	0.007282878	0.003114127	0.006160761	0.004226327	0.002114435	0.057271982	0.000481917	0.005031065	0.007829848	0.002244235	0.009229316	0.000562635	0.027473057	0.002279279	0.003216258	0.019379845	0.020087132	0.003046888	0.0054432	0.002228722	0.001487357	0.007391876	0.000677329	0.00056411	0.001221858	0.014770833	0.000286251	0.00053161	0.002107263	0.011464091	0.001133205	6.42E-05	0.014753285	0.00010737	0.000542087	0.003588772	0.002932092	0.000714815	0.000200345	0.004115244	0.000766846	0.013583052	0.000802907	0.004266101	0.004254301	0.146575127	0.115195475	0.023138982	0.008704431	0.014113486	0.032110967	0.031999486	0.054705922	0.112965857	0.0486369	0.686468355	0.000539568
H91	0.005265835	0.000207134	0.004740464	0.002711053	0.000402141	0.002401506	NA	4.18E-05	0.011296037	0.009218021	3.78E-06	0.001968287	0.002187597	NA	0.061315745	0.000505045	0.01329005	0.008890947	0.002085036	0.005910016	NA	0.000677321	0.00255056	0.001956701	0.019723866	0.026182181	0.004768203	0.002865998	0.001270591	0.001061788	0.001551859	0.000771045	0.000767461	0.003910455	0.015602742	0.000317304	0.001052656	0.004411475	0.01429852	0.000588066	0.000120038	0.016020053	0.000273216	0.003416457	0.003372909	0.00398729	0.001414981	0.000139382	0.008495581	0.0008413	0.014793844	0.001090116	0.004531268	0.004259328	0.058330346	0.053020281	0.024251621	NA	0.008707221	0.024278412	0.012420516	0.043670064	0.037663421	0.033291056	0.751666294	0.005540472
H95	0.022952075	7.90E-05	0.013065291	0.004385494	0.003455494	0.000481888	0.004301944	5.50E-06	0.04199219	0.003812007	0.00042809	0.0180015	0.004217834	0.001552242	0.064745885	0.000775331	0.003374492	0.014219398	0.001352181	0.012641684	0.000312089	0.002068365	0.001244432	NA	0.018248175	0.007097243	0.002680978	0.002476281	0.000973201	0.002422993	0.007668896	0.000870394	0.000518925	0.001545924	0.015725789	0.000401344	0.000273422	0.002093837	0.007325935	0.00023613	0.000148046	0.01435002	0.000124662	0.000829995	0.002960717	0.005865649	0.015371823	2.08E-05	0.027369614	NA	0.000777471	NA	NA	0.024567285	0.124765245	0.056973511	0.01501799	0.013711161	0.016525058	0.041802707	0.01283116	0.063871248	0.047567507	0.062706695	1.114645755	0.002065632
H99	0.006240847	0.000257214	0.012118827	0.004899565	0.006549933	0.000392931	0.007742852	1.92E-05	0.01307949	0.002908377	0.001106544	0.010505491	0.001004995	0.001689642	0.065641971	0.000522874	0.006028491	0.005391994	0.000338243	0.006897482	0.000272055	0.007493655	0.001836908	NA	0.019379845	0.008226357	0.001848313	0.001498903	0.000666704	0.000435021	0.020407984	0.000781949	0.000745586	0.002020441	0.026772142	0.000212643	0.001271705	0.003464942	0.013148446	0.000378854	0.000233306	0.015305511	0.000260507	0.002705422	0.002811075	NA	0.000454825	0.000265279	0.006899439	1.41E-05	0.01559904	NA	NA	0.008860133	0.063542671	0.043505774	0.015195125	0.006206909	0.011374017	0.010646794	0.017651096	0.008248236	0.051760389	0.037726268	0.599027308	0.00268562
H105W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hi27Goodman-Buckler	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HP301	0.012539968	0.000305352	0.011479874	0.004243764	0.001844791	0.00056577	0.001889889	5.88E-05	0.011229131	0.004966473	5.80E-05	0.007393815	0.003044496	0.001638217	0.06674949	0.000610156	0.001149633	0.006732876	0.00258297	0.007340573	0.001004883	0.000282502	0.001991509	0.002524753	0.018587361	0.002960205	0.003297097	0.002159764	0.000990069	0.002378473	0.002147574	0.000893151	0.000420911	0.001507462	0.015221387	0.000937975	0.000229424	0.007996209	0.008445381	NA	7.80E-05	0.015568283	0.000233742	0.003853301	0.004095188	0.003036625	NA	0.000355806	0.003926003	NA	0.01637583	NA	NA	0.011294564	0.054977776	0.030664286	0.03543259	0.01238926	0.035474235	0.049029543	0.038215835	0.017053452	0.152807816	0.053027422	1.939248899	0.018844169
I29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I137TN	0.006707762	0.000151584	0.018421048	0.005156089	0.005953304	4.58E-05	0.005634255	4.54E-05	0.013000679	0.004942304	0.006613798	0.017912137	0.005695235	0.003405902	0.10414979	0.000698975	0.007537045	0.00918828	0.000619366	0.004885295	0.000602365	0.054249089	0.003220723	0.001943408	NA	0.011099621	0.002219293	0.009403898	0.005363359	0.001647774	0.0196327	0.001246367	0.001917754	0.00292285	0.02275437	0.000191694	0.001685746	0.002907376	0.013638879	2.90E-05	0.002442037	0.017610497	0.000153518	0.002567966	0.003092452	0.004535502	0.01315155	0.000846894	0.023473299	0.002322622	0.007966956	0.000719336	0.003791733	0.039772071	0.170636117	0.160385891	0.020120814	0.006554338	0.000770442	0.019182885	0.01761967	0.0101609	0.074208064	0.038879398	0.620049353	0.004142521
I205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i1677a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IA2132Goodman-Buckler	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ia5125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IDS28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IDS69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IDS91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Il14H	0.014718266	4.66E-05	0.009736393	0.004166668	0.002230422	0.000666456	0.002602765	8.71E-06	0.030334293	0.006347069	0.000355544	0.008738965	0.003270036	0.001451197	0.078183625	0.000402745	0.00727172	0.00950979	0.000154892	0.004913423	0.000630914	0.001014227	0.001842095	0.002258818	0.021186441	0.009222635	0.002040114	0.002975484	0.001912301	0.002594554	0.009247019	0.000818716	0.000414592	0.002466427	0.012709558	0.000639878	0.002214438	0.009830857	0.013257228	0.000910109	0.000213878	0.012813864	0.000132075	0.001827364	0.003900951	0.003360489	9.84E-06	0.000496833	0.010137257	0.000825486	0.016716633	0.000899077	0.001514696	0.034342246	0.058632243	0.045475116	0.019355514	0.011934481	0.011204543	0.044550529	0.020371344	0.05843151	0.132307284	0.055584753	1.271028288	0.003613191
Il101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ILLHy	0.007692969	0.000165375	0.007265238	0.005005233	0.003149771	0.00043222	0.00347069	1.47E-05	0.029866613	0.002817631	0.001784717	0.010818962	0.003565694	0.001138925	0.079144062	0.000297248	0.01733571	0.014837662	0.004781509	0.003715146	0.000214106	0.011481799	0.000794442	NA	0.020408163	0.017306535	0.001712155	0.002613357	0.001566229	0.001829761	0.006798126	0.000575314	0.000702698	0.004040874	0.014464058	0.000320385	0.000831899	0.001593427	0.014642043	0.001241143	0.000146674	0.01164851	0.000253433	0.001702751	0.005291902	0.002646859	0.032781813	0.000237456	0.031139335	0.000782687	0.023080029	0.000691744	0.004006784	0.017802928	0.079737045	0.060100492	0.015760279	0.007230043	0.006051364	0.047754738	NA	0.062949979	0.06770115	0.065817694	0.60830179	0.00127589
K4	0.009758645	0.000257298	0.028034557	0.020976168	0.009705808	0.002447976	0.0113689	3.89E-06	0.03299899	0.004987654	0.006623343	0.017765152	0.006082574	0.002141185	0.062507724	0.000781538	0.024372999	0.013216628	0.00037419	0.007623216	0.000446607	0.048287485	0.001406925	0.003767971	0.019230769	0.02349046	0.004268497	0.002766671	0.001015714	0.001512452	0.034579924	0.002141776	0.001083162	0.003789765	0.030247373	0.000895969	0.003160786	0.007539385	0.040392015	0.001787658	0.000181683	0.035456657	0.000613482	0.002822903	0.003479137	0.005938871	0.00039254	0.001388083	0.005372814	0.001084442	0.004663005	0.000946789	0.001852745	0.007221722	0.184894392	0.119166205	0.017190094	0.009229155	0.012365108	0.03518147	0.076934606	0.024372809	0.212339744	0.032033988	0.464190186	0.002219378
K55	0.005809406	0.000395043	0.018283094	0.003655031	0.005290843	3.22E-05	0.00570419	2.42E-05	0.01722415	0.004381964	0.000218613	0.012885763	0.004217292	0.002760698	0.106960959	0.000384619	0.004097227	0.010870423	0.000105276	0.0065544	0.000320314	0.001277133	0.000952456	NA	0.02	0.008511072	0.00695805	0.002703242	0.001038095	0.000426802	0.002328441	0.000652931	0.000459955	0.002127647	0.01398283	0.00067772	0.000716751	0.006012867	0.005224235	0.001129977	0.000517775	0.022635542	0.000488501	0.001921034	0.004901436	NA	0.003023374	0.000120792	0.007784744	NA	0.00827767	NA	NA	0.010668719	0.075673575	0.053704663	0.038581606	0.012895078	0.06371114	0.022739637	0.032085492	0.027195596	0.036023316	0.03763601	0.532318653	0.003316062
K64	0.005787878	0.000339319	0.021576715	0.005499877	0.00639329	0.000396355	0.006099571	1.74E-05	0.018274873	0.011121995	0.001217582	0.019883611	0.002768468	0.002138028	0.113427565	0.000542138	0.00387235	0.006166409	0.003556127	0.004445902	0.000590707	0.008800085	0.000658512	NA	0.020790021	0.028605718	0.003169873	0.007107204	0.002620085	0.001273058	0.00999821	0.000568725	0.000866455	0.002078096	0.030273497	0.000201259	0.001139975	0.005155731	0.011700968	0.002333049	0.000276787	0.018161692	0.00020022	0.00339252	0.005942202	0.004265956	0.000212102	0.004795395	0.02012178	0.002448681	0.063808807	0.001353636	0.00632712	0.014921713	0.133254971	0.13522982	0.050662995	0.006878156	0.028276863	0.047436957	0.020303072	0.049662044	0.059773001	0.055600117	0.543069971	0.005856915
K148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KI3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
