TF_ID	Gene_ID_V3	Family	Gene_ID_V4
GRMZM2G163914_P03	GRMZM2G163914	NAC	Zm00001d045617
GRMZM2G163975_P01	GRMZM2G163975	bHLH	Zm00001d040186
GRMZM2G164082_P01	GRMZM2G164082	WRKY	Zm00001d034475
GRMZM2G164341_P01	GRMZM2G164341	bHLH	Zm00001d011187
GRMZM2G164735_P01	GRMZM2G164735	BBR-BPC	Zm00001d049800
GRMZM2G164735_P02	GRMZM2G164735	BBR-BPC	Zm00001d049800
GRMZM2G164848_P01	GRMZM2G164848	bZIP	Zm00001d039206
GRMZM2G164909_P01	GRMZM2G164909	HSF	Zm00001d031736
GRMZM2G165042_P01	GRMZM2G165042	bHLH	Zm00001d033267
GRMZM2G165090_P01	GRMZM2G165090	bHLH	Zm00001d030972
GRMZM2G165188_P01	GRMZM2G165188	bHLH	Zm00001d048786
GRMZM2G165272_P01	GRMZM2G165272	HSF	Zm00001d021263
GRMZM2G165488_P01	GRMZM2G165488	NF-YA	Zm00001d013676
GRMZM2G165488_P02	GRMZM2G165488	NF-YA	Zm00001d013676
GRMZM2G165488_P03	GRMZM2G165488	NF-YA	Zm00001d013676
GRMZM2G165488_P04	GRMZM2G165488	NF-YA	Zm00001d013676
GRMZM2G165805_P01	GRMZM2G165805	LBD	Zm00001d035498
GRMZM2G165972_P02	GRMZM2G165972	HSF	Zm00001d027757
GRMZM2G165972_P03	GRMZM2G165972	HSF	Zm00001d027757
GRMZM2G165972_P04	GRMZM2G165972	HSF	Zm00001d027757
GRMZM2G166230_P01	GRMZM2G166230	BBR-BPC	Zm00001d005160
GRMZM2G166230_P02	GRMZM2G166230	BBR-BPC	Zm00001d005160
GRMZM2G166642_P01	GRMZM2G166642	bHLH	NA
GRMZM2G166642_P02	GRMZM2G166642	bHLH	NA
GRMZM2G166642_P03	GRMZM2G166642	bHLH	NA
GRMZM2G166687_P01	GRMZM2G166687	TCP	Zm00001d032217
GRMZM2G166721_P01	GRMZM2G166721	NAC	Zm00001d039506
GRMZM2G166721_P02	GRMZM2G166721	NAC	Zm00001d039506
GRMZM2G166721_P03	GRMZM2G166721	NAC	Zm00001d039506
GRMZM2G166946_P01	GRMZM2G166946	TCP	Zm00001d043368
GRMZM2G166946_P02	GRMZM2G166946	TCP	Zm00001d043368
GRMZM2G166946_P03	GRMZM2G166946	TCP	Zm00001d043368
GRMZM2G167018_P01	GRMZM2G167018	NAC	Zm00001d024268
GRMZM2G167492_P01	GRMZM2G167492	NAC	Zm00001d008308
GRMZM2G167576_P01	GRMZM2G167576	NF-YB	Zm00001d045772
GRMZM2G167824_P01	GRMZM2G167824	YABBY	Zm00001d032502
GRMZM2G168079_P01	GRMZM2G168079	bZIP	Zm00001d012296
GRMZM2G168229_P01	GRMZM2G168229	SBP	Zm00001d053756
GRMZM2G168229_P02	GRMZM2G168229	SBP	Zm00001d053756
GRMZM2G168229_P03	GRMZM2G168229	SBP	Zm00001d053756
GRMZM2G169149_P01	GRMZM2G169149	WRKY	Zm00001d020495
GRMZM2G169270_P01	GRMZM2G169270	SBP	Zm00001d031487
GRMZM2G169270_P02	GRMZM2G169270	SBP	Zm00001d031487
GRMZM2G169564_P01	GRMZM2G169564	WRKY	NA
GRMZM2G169580_P01	GRMZM2G169580	Trihelix	Zm00001d017420
GRMZM2G169636_P01	GRMZM2G169636	GRAS	Zm00001d022116
GRMZM2G169709_P01	GRMZM2G169709	E2F/DP	Zm00001d045365
GRMZM2G169884_P01	GRMZM2G169884	NF-YB	Zm00001d042197
GRMZM2G169947_P01	GRMZM2G169947	bHLH	Zm00001d040152
GRMZM2G169966_P01	GRMZM2G169966	WRKY	Zm00001d038451
GRMZM2G170079_P01	GRMZM2G170079	bZIP	Zm00001d012719
GRMZM2G170079_P02	GRMZM2G170079	bZIP	Zm00001d012719
GRMZM2G170232_P01	GRMZM2G170232	TCP	NA
GRMZM2G170559_P01	GRMZM2G170559	bHLH	Zm00001d016354
GRMZM2G171370_P01	GRMZM2G171370	bZIP	Zm00001d005244
GRMZM2G171370_P03	GRMZM2G171370	bZIP	Zm00001d005244
GRMZM2G171370_P04	GRMZM2G171370	bZIP	Zm00001d005244
GRMZM2G171370_P05	GRMZM2G171370	bZIP	Zm00001d005244
GRMZM2G171395_P01	GRMZM2G171395	NAC	Zm00001d045463
GRMZM2G171428_P01	GRMZM2G171428	WRKY	Zm00001d047309
GRMZM2G171428_P02	GRMZM2G171428	WRKY	Zm00001d047309
GRMZM2G171464_P01	GRMZM2G171464	bHLH	Zm00001d048478
GRMZM2G171600_P01	GRMZM2G171600	CAMTA	Zm00001d042313
GRMZM2G171818_P01	GRMZM2G171818	bHLH	Zm00001d007311
GRMZM2G171818_P02	GRMZM2G171818	bHLH	Zm00001d007311
GRMZM2G171852_P01	GRMZM2G171852	Dof	Zm00001d017575
GRMZM2G171912_P01	GRMZM2G171912	bZIP	Zm00001d008734
GRMZM2G171912_P02	GRMZM2G171912	bZIP	Zm00001d008734
GRMZM2G172264_P01	GRMZM2G172264	NAC	Zm00001d010144
GRMZM2G172297_P01	GRMZM2G172297	bHLH	Zm00001d007382
GRMZM2G172586_P01	GRMZM2G172586	ZF-HD	Zm00001d023289
GRMZM2G172657_P01	GRMZM2G172657	GRAS	Zm00001d021973
GRMZM2G172795_P01	GRMZM2G172795	bHLH	Zm00001d000236
GRMZM2G173090_P01	GRMZM2G173090	HSF	Zm00001d046204
GRMZM2G173090_P02	GRMZM2G173090	HSF	Zm00001d046204
GRMZM2G173198_P01	GRMZM2G173198	CPP	NA
GRMZM2G173372_P01	GRMZM2G173372	bHLH	Zm00001d027546
GRMZM2G173372_P02	GRMZM2G173372	bHLH	Zm00001d027546
GRMZM2G173429_P01	GRMZM2G173429	GRAS	Zm00001d026050
GRMZM2G173429_P02	GRMZM2G173429	GRAS	Zm00001d026050
GRMZM2G173521_P01	GRMZM2G173521	bHLH	NA
GRMZM2G173534_P01	GRMZM2G173534	bHLH	Zm00001d042263
GRMZM2G173534_P02	GRMZM2G173534	bHLH	Zm00001d042263
GRMZM2G173680_P01	GRMZM2G173680	WRKY	Zm00001d041397
GRMZM2G173680_P02	GRMZM2G173680	WRKY	Zm00001d041397
GRMZM2G173862_P01	GRMZM2G173862	bHLH	NA
GRMZM2G174070_P01	GRMZM2G174070	NAC	NA
GRMZM2G174240_P01	GRMZM2G174240	GeBP	Zm00001d018198
GRMZM2G174284_P01	GRMZM2G174284	bZIP	Zm00001d028936
GRMZM2G174776_P01	GRMZM2G174776	NF-YC	Zm00001d052838
GRMZM2G175280_P01	GRMZM2G175280	bZIP	Zm00001d031723
GRMZM2G175480_P01	GRMZM2G175480	bHLH	Zm00001d009999
GRMZM2G175870_P01	GRMZM2G175870	bZIP	Zm00001d038574
GRMZM2G175870_P02	GRMZM2G175870	bZIP	Zm00001d038574
GRMZM2G175870_P03	GRMZM2G175870	bZIP	Zm00001d038574
GRMZM2G175870_P04	GRMZM2G175870	bZIP	Zm00001d038574
GRMZM2G175955_P01	GRMZM2G175955	bHLH	NA
GRMZM2G176063_P01	GRMZM2G176063	Dof	Zm00001d041549
GRMZM2G176063_P02	GRMZM2G176063	Dof	Zm00001d041549
GRMZM2G176141_P01	GRMZM2G176141	bHLH	Zm00001d005740
GRMZM2G176289_P01	GRMZM2G176289	bHLH	Zm00001d051569
GRMZM2G176289_P02	GRMZM2G176289	bHLH	Zm00001d051569
GRMZM2G176289_P03	GRMZM2G176289	bHLH	Zm00001d051569
GRMZM2G176489_P01	GRMZM2G176489	WRKY	Zm00001d039532
GRMZM2G176537_P01	GRMZM2G176537	GRAS	Zm00001d025133
GRMZM2G176655_P01	GRMZM2G176655	Nin-like	Zm00001d037786
GRMZM2G176677_P01	GRMZM2G176677	NAC	Zm00001d002945
GRMZM2G176677_P02	GRMZM2G176677	NAC	Zm00001d002945
GRMZM2G176677_P04	GRMZM2G176677	NAC	Zm00001d002945
GRMZM2G177046_P01	GRMZM2G177046	bZIP	Zm00001d034199
GRMZM2G177110_P01	GRMZM2G177110	LBD	Zm00001d006739
GRMZM2G178182_P01	GRMZM2G178182	bHLH	Zm00001d006110
GRMZM2G178182_P02	GRMZM2G178182	bHLH	Zm00001d006110
GRMZM2G178603_P01	GRMZM2G178603	TCP	Zm00001d017350
GRMZM2G178767_P01	GRMZM2G178767	Dof	Zm00001d013783
GRMZM2G178998_P01	GRMZM2G178998	NAC	Zm00001d002828
GRMZM2G178998_P02	GRMZM2G178998	NAC	Zm00001d002828
GRMZM2G179021_P01	GRMZM2G179021	SRS	Zm00001d021290
GRMZM2G179049_P01	GRMZM2G179049	NAC	Zm00001d006106
GRMZM2G179049_P02	GRMZM2G179049	NAC	Zm00001d006106
GRMZM2G179069_P01	GRMZM2G179069	Dof	Zm00001d035651
GRMZM2G179325_P01	GRMZM2G179325	GRAS	Zm00001d030744
GRMZM2G179366_P01	GRMZM2G179366	BBR-BPC	Zm00001d031572
GRMZM2G179366_P02	GRMZM2G179366	BBR-BPC	Zm00001d031572
GRMZM2G179802_P01	GRMZM2G179802	HSF	Zm00001d016520
GRMZM2G179802_P02	GRMZM2G179802	HSF	Zm00001d016520
GRMZM2G179802_P03	GRMZM2G179802	HSF	Zm00001d016520
GRMZM2G179885_P01	GRMZM2G179885	NAC	Zm00001d021818
GRMZM2G179885_P02	GRMZM2G179885	NAC	Zm00001d021818
GRMZM2G179885_P03	GRMZM2G179885	NAC	Zm00001d021818
GRMZM2G179885_P04	GRMZM2G179885	NAC	Zm00001d021818
GRMZM2G180190_P01	GRMZM2G180190	LFY	Zm00001d002449
GRMZM2G180319_P01	GRMZM2G180319	LBD	Zm00001d036435
GRMZM2G180319_P02	GRMZM2G180319	LBD	Zm00001d036435
GRMZM2G180328_P01	GRMZM2G180328	NAC	Zm00001d038221
GRMZM2G180406_P01	GRMZM2G180406	bHLH	Zm00001d042373
GRMZM2G180406_P03	GRMZM2G180406	bHLH	Zm00001d042373
GRMZM2G180452_P01	GRMZM2G180452	bHLH	Zm00001d028297
GRMZM2G180452_P02	GRMZM2G180452	bHLH	Zm00001d028297
GRMZM2G180452_P03	GRMZM2G180452	bHLH	Zm00001d028297
GRMZM2G180452_P04	GRMZM2G180452	bHLH	Zm00001d028297
GRMZM2G180452_P05	GRMZM2G180452	bHLH	Zm00001d028297
GRMZM2G180452_P06	GRMZM2G180452	bHLH	Zm00001d028297
GRMZM2G180568_P01	GRMZM2G180568	TCP	Zm00001d022256
GRMZM2G180847_P01	GRMZM2G180847	bZIP	Zm00001d006127
GRMZM2G180947_P01	GRMZM2G180947	NF-YB	Zm00001d006813
GRMZM2G181605_P01	GRMZM2G181605	NAC	Zm00001d022517
GRMZM2G301089_P01	GRMZM2G301089	bHLH	Zm00001d033957
GRMZM2G301089_P02	GRMZM2G301089	bHLH	Zm00001d033957
GRMZM2G301122_P01	GRMZM2G301122	Trihelix	NA
GRMZM2G301485_P01	GRMZM2G301485	HSF	Zm00001d026094
GRMZM2G302323_P01	GRMZM2G302323	FAR1	Zm00001d049493
GRMZM2G303463_P01	GRMZM2G303463	bHLH	Zm00001d007536
GRMZM2G303465_P01	GRMZM2G303465	NF-YB	Zm00001d042968
GRMZM2G303465_P02	GRMZM2G303465	NF-YB	Zm00001d042968
GRMZM2G303465_P03	GRMZM2G303465	NF-YB	Zm00001d042968
GRMZM2G303465_P04	GRMZM2G303465	NF-YB	Zm00001d042968
GRMZM2G304573_P01	GRMZM2G304573	WRKY	Zm00001d011237
GRMZM2G305362_P01	GRMZM2G305362	Trihelix	Zm00001d009160
GRMZM2G307241_P01	GRMZM2G307241	BES1	Zm00001d053543
GRMZM2G307241_P02	GRMZM2G307241	BES1	Zm00001d053543
GRMZM2G307588_P01	GRMZM2G307588	SBP	Zm00001d020941
GRMZM2G307823_P01	GRMZM2G307823	NF-X1	NA
GRMZM2G311316_P01	GRMZM2G311316	NF-YC	Zm00001d024230
GRMZM2G311316_P02	GRMZM2G311316	NF-YC	Zm00001d024230
GRMZM2G311316_P03	GRMZM2G311316	NF-YC	Zm00001d024230
GRMZM2G312201_P01	GRMZM2G312201	NAC	Zm00001d043094
GRMZM2G312201_P02	GRMZM2G312201	NAC	Zm00001d043094
GRMZM2G312201_P03	GRMZM2G312201	NAC	Zm00001d043094
GRMZM2G312201_P04	GRMZM2G312201	NAC	Zm00001d043094
GRMZM2G313058_P01	GRMZM2G313058	bHLH	Zm00001d038612
GRMZM2G313078_P01	GRMZM2G313078	GRAS	Zm00001d038609
GRMZM2G313756_P01	GRMZM2G313756	bHLH	Zm00001d025205
GRMZM2G314660_P01	GRMZM2G314660	Trihelix	Zm00001d027335
GRMZM2G314660_P02	GRMZM2G314660	Trihelix	Zm00001d027335
GRMZM2G314882_P01	GRMZM2G314882	bHLH	Zm00001d054038
GRMZM2G314882_P03	GRMZM2G314882	bHLH	Zm00001d054038
GRMZM2G314882_P04	GRMZM2G314882	bHLH	Zm00001d054038
GRMZM2G315140_P01	GRMZM2G315140	NAC	Zm00001d017396
GRMZM2G316758_P01	GRMZM2G316758	bHLH	Zm00001d052038
GRMZM2G316840_P01	GRMZM2G316840	NAC	Zm00001d003626
GRMZM2G317287_P01	GRMZM2G317287	GRAS	Zm00001d023247
GRMZM2G317317_P01	GRMZM2G317317	bHLH	Zm00001d028312
GRMZM2G317450_P01	GRMZM2G317450	bHLH	Zm00001d017908
GRMZM2G317450_P02	GRMZM2G317450	bHLH	Zm00001d017908
GRMZM2G317450_P03	GRMZM2G317450	bHLH	Zm00001d017908
GRMZM2G317584_P01	GRMZM2G317584	EIL	Zm00001d047563
GRMZM2G320827_P01	GRMZM2G320827	Trihelix	NA
GRMZM2G322090_P01	GRMZM2G322090	CPP	NA
GRMZM2G322090_P02	GRMZM2G322090	CPP	NA
GRMZM2G324131_P01	GRMZM2G324131	GATA	Zm00001d023541
GRMZM2G324999_P01	GRMZM2G324999	WRKY	Zm00001d032265
GRMZM2G325850_P01	GRMZM2G325850	GATA	Zm00001d039113
GRMZM2G326783_P01	GRMZM2G326783	Trihelix	Zm00001d047589
GRMZM2G327189_P01	GRMZM2G327189	Dof	Zm00001d043904
GRMZM2G327349_P01	GRMZM2G327349	WRKY	Zm00001d040554
GRMZM2G328438_P01	GRMZM2G328438	ZF-HD	Zm00001d009674
GRMZM2G332294_P01	GRMZM2G332294	bZIP	Zm00001d031697
GRMZM2G333582_P01	GRMZM2G333582	bHLH	Zm00001d008853
GRMZM2G333591_P01	GRMZM2G333591	E2F/DP	Zm00001d007384
GRMZM2G334722_P01	GRMZM2G334722	Trihelix	Zm00001d015412
GRMZM2G335814_P01	GRMZM2G335814	GRAS	Zm00001d033166
GRMZM2G336533_P01	GRMZM2G336533	NAC	NA
GRMZM2G336533_P02	GRMZM2G336533	NAC	NA
GRMZM2G336766_P01	GRMZM2G336766	bZIP	Zm00001d053703
GRMZM2G339957_P01	GRMZM2G339957	Trihelix	Zm00001d011730
GRMZM2G340177_P01	GRMZM2G340177	bHLH	Zm00001d046346
GRMZM2G341747_P01	GRMZM2G341747	CAMTA	Zm00001d014286
GRMZM2G341747_P02	GRMZM2G341747	CAMTA	Zm00001d014286
GRMZM2G342217_P01	GRMZM2G342217	GRAS	Zm00001d049249
GRMZM2G342424_P01	GRMZM2G342424	bZIP	Zm00001d014710
GRMZM2G342588_P01	GRMZM2G342588	CPP	Zm00001d037461
GRMZM2G342647_P01	GRMZM2G342647	NAC	Zm00001d008801
GRMZM2G346706_P01	GRMZM2G346706	GRAS	Zm00001d011070
GRMZM2G346920_P01	GRMZM2G346920	ZF-HD	Zm00001d031840
GRMZM2G347043_P01	GRMZM2G347043	NAC	Zm00001d034601
GRMZM2G348780_P01	GRMZM2G348780	GRAS	Zm00001d030838
GRMZM2G350165_P01	GRMZM2G350165	bHLH	Zm00001d000291
GRMZM2G350165_P02	GRMZM2G350165	bHLH	Zm00001d000291
GRMZM2G350312_P01	GRMZM2G350312	bHLH	Zm00001d029339
GRMZM2G350312_P02	GRMZM2G350312	bHLH	Zm00001d029339
GRMZM2G350312_P03	GRMZM2G350312	bHLH	Zm00001d029339
GRMZM2G350312_P04	GRMZM2G350312	bHLH	Zm00001d029339
GRMZM2G351232_P01	GRMZM2G351232	E2F/DP	Zm00001d033566
GRMZM2G353076_P01	GRMZM2G353076	ZF-HD	Zm00001d044662
GRMZM2G353553_P01	GRMZM2G353553	bZIP	Zm00001d029711
GRMZM2G353734_P01	GRMZM2G353734	ZF-HD	Zm00001d050443
GRMZM2G354151_P01	GRMZM2G354151	NAC	Zm00001d051294
GRMZM2G354384_P01	GRMZM2G354384	WRKY	NA
GRMZM2G354618_P01	GRMZM2G354618	bHLH	NA
GRMZM2G355469_P01	GRMZM2G355469	bHLH	Zm00001d025462
GRMZM2G358701_P01	GRMZM2G358701	bZIP	Zm00001d025638
GRMZM2G358796_P01	GRMZM2G358796	bZIP	Zm00001d020823
GRMZM2G359304_P01	GRMZM2G359304	GRAS	Zm00001d047266
GRMZM2G359599_P01	GRMZM2G359599	TCP	Zm00001d048591
GRMZM2G359599_P02	GRMZM2G359599	TCP	Zm00001d048591
GRMZM2G361611_P01	GRMZM2G361611	bZIP	Zm00001d053988
GRMZM2G361659_P01	GRMZM2G361659	E2F/DP	Zm00001d052288
GRMZM2G361842_P01	GRMZM2G361842	NF-YA	NA
GRMZM2G361842_P02	GRMZM2G361842	NF-YA	NA
GRMZM2G361847_P01	GRMZM2G361847	bZIP	Zm00001d022542
GRMZM2G361847_P02	GRMZM2G361847	bZIP	Zm00001d022542
GRMZM2G361847_P03	GRMZM2G361847	bZIP	Zm00001d022542
GRMZM2G361847_P04	GRMZM2G361847	bZIP	Zm00001d022542
GRMZM2G361847_P05	GRMZM2G361847	bZIP	Zm00001d022542
GRMZM2G361847_P06	GRMZM2G361847	bZIP	Zm00001d022542
GRMZM2G361847_P07	GRMZM2G361847	bZIP	Zm00001d022542
GRMZM2G362627_P01	GRMZM2G362627	LBD	Zm00001d013732
GRMZM2G366264_P01	GRMZM2G366264	bZIP	Zm00001d023424
GRMZM2G366584_P01	GRMZM2G366584	CPP	Zm00001d033274
GRMZM2G366795_P01	GRMZM2G366795	WRKY	Zm00001d039044
GRMZM2G366795_P02	GRMZM2G366795	WRKY	Zm00001d039044
GRMZM2G368491_P01	GRMZM2G368491	bZIP	Zm00001d044546
GRMZM2G368909_P01	GRMZM2G368909	GRAS	Zm00001d034664
GRMZM2G369018_P01	GRMZM2G369018	BES1	Zm00001d016231
GRMZM2G369629_P01	GRMZM2G369629	bHLH	Zm00001d037528
GRMZM2G369629_P02	GRMZM2G369629	bHLH	Zm00001d037528
GRMZM2G370026_P01	GRMZM2G370026	bZIP	Zm00001d031194
GRMZM2G370863_P01	GRMZM2G370863	ZF-HD	Zm00001d050452
GRMZM2G371033_P01	GRMZM2G371033	SBP	Zm00001d012015
GRMZM2G371058_P01	GRMZM2G371058	Dof	Zm00001d038281
GRMZM2G375307_P01	GRMZM2G375307	Trihelix	Zm00001d021389
GRMZM2G375307_P02	GRMZM2G375307	Trihelix	Zm00001d021389
GRMZM2G375448_P01	GRMZM2G375448	NF-YC	Zm00001d012134
GRMZM2G375675_P01	GRMZM2G375675	Nin-like	Zm00001d009017
GRMZM2G377217_P01	GRMZM2G377217	WRKY	Zm00001d051328
GRMZM2G377217_P02	GRMZM2G377217	WRKY	Zm00001d051328
GRMZM2G378490_P01	GRMZM2G378490	Dof	Zm00001d039482
GRMZM2G378653_P01	GRMZM2G378653	bHLH	Zm00001d046759
GRMZM2G378653_P02	GRMZM2G378653	bHLH	Zm00001d046759
GRMZM2G378665_P01	GRMZM2G378665	E2F/DP	Zm00001d017986
GRMZM2G379005_P01	GRMZM2G379005	GATA	Zm00001d051981
GRMZM2G379005_P02	GRMZM2G379005	GATA	Zm00001d051981
GRMZM2G379005_P03	GRMZM2G379005	GATA	Zm00001d051981
GRMZM2G379005_P04	GRMZM2G379005	GATA	Zm00001d051981
GRMZM2G379005_P05	GRMZM2G379005	GATA	Zm00001d051981
GRMZM2G379179_P01	GRMZM2G379179	Trihelix	Zm00001d031266
GRMZM2G379608_P01	GRMZM2G379608	NAC	NA
GRMZM2G380094_P01	GRMZM2G380094	Trihelix	Zm00001d016876
GRMZM2G380897_P01	GRMZM2G380897	bZIP	Zm00001d051152
GRMZM2G381378_P01	GRMZM2G381378	WRKY	Zm00001d022437
GRMZM2G382350_P01	GRMZM2G382350	WRKY	Zm00001d043066
GRMZM2G383594_P01	GRMZM2G383594	WRKY	Zm00001d030139
GRMZM2G383841_P01	GRMZM2G383841	bHLH	Zm00001d006733
GRMZM2G384339_P01	GRMZM2G384339	HSF	Zm00001d012823
GRMZM2G384339_P02	GRMZM2G384339	HSF	Zm00001d012823
GRMZM2G384528_P01	GRMZM2G384528	NF-YB	Zm00001d022099
GRMZM2G385543_P01	GRMZM2G385543	bHLH	Zm00001d013357
GRMZM2G386095_P01	GRMZM2G386095	LBD	Zm00001d036032
GRMZM2G386163_P01	GRMZM2G386163	NAC	NA
GRMZM2G386163_P02	GRMZM2G386163	NAC	NA
GRMZM2G386273_P01	GRMZM2G386273	bZIP	Zm00001d013172
GRMZM2G386362_P01	GRMZM2G386362	GRAS	Zm00001d002023
GRMZM2G386674_P01	GRMZM2G386674	LBD	Zm00001d038717
GRMZM2G387528_P02	GRMZM2G387528	bHLH	Zm00001d008205
GRMZM2G388148_P01	GRMZM2G388148	CPP	Zm00001d015990
GRMZM2G388148_P02	GRMZM2G388148	CPP	Zm00001d015990
GRMZM2G389379_P01	GRMZM2G389379	ZF-HD	Zm00001d005931
GRMZM2G389557_P01	GRMZM2G389557	NAC	Zm00001d014843
GRMZM2G389567_P01	GRMZM2G389567	bHLH	Zm00001d032132
GRMZM2G392168_P01	GRMZM2G392168	Trihelix	Zm00001d025514
GRMZM2G392306_P01	GRMZM2G392306	Nin-like	NA
GRMZM2G392516_P01	GRMZM2G392516	GeBP	Zm00001d035224
GRMZM2G393433_P01	GRMZM2G393433	NAC	Zm00001d035266
GRMZM2G393433_P02	GRMZM2G393433	NAC	Zm00001d035266
GRMZM2G394941_P01	GRMZM2G394941	Dof	Zm00001d017900
GRMZM2G394973_P01	GRMZM2G394973	Dof	Zm00001d043402
GRMZM2G395549_P01	GRMZM2G395549	bHLH	NA
GRMZM2G396451_P01	GRMZM2G396451	GATA	Zm00001d033945
GRMZM2G396451_P02	GRMZM2G396451	GATA	Zm00001d033945
GRMZM2G396632_P01	GRMZM2G396632	bZIP	Zm00001d037360
GRMZM2G397518_P01	GRMZM2G397518	bHLH	Zm00001d042989
GRMZM2G397616_P01	GRMZM2G397616	GATA	Zm00001d009668
GRMZM2G397755_P01	GRMZM2G397755	bHLH	Zm00001d039459
GRMZM2G398506_P01	GRMZM2G398506	WRKY	Zm00001d021947
GRMZM2G398506_P02	GRMZM2G398506	WRKY	Zm00001d021947
GRMZM2G400559_P01	GRMZM2G400559	WRKY	Zm00001d005056
GRMZM2G401521_P01	GRMZM2G401521	WRKY	Zm00001d038761
GRMZM2G401521_P02	GRMZM2G401521	WRKY	Zm00001d038761
GRMZM2G402862_P01	GRMZM2G402862	bZIP	Zm00001d036392
GRMZM2G404769_P01	GRMZM2G404769	E2F/DP	Zm00001d016907
GRMZM2G404769_P02	GRMZM2G404769	E2F/DP	Zm00001d016907
GRMZM2G404973_P01	GRMZM2G404973	GATA	Zm00001d002811
GRMZM2G404973_P02	GRMZM2G404973	GATA	Zm00001d002811
GRMZM2G404973_P03	GRMZM2G404973	GATA	Zm00001d002811
GRMZM2G406204_P01	GRMZM2G406204	NAC	Zm00001d027395
GRMZM2G406651_P01	GRMZM2G406651	FAR1	Zm00001d021545
GRMZM2G406651_P02	GRMZM2G406651	FAR1	Zm00001d021545
GRMZM2G407119_P01	GRMZM2G407119	bHLH	Zm00001d047999
GRMZM2G407119_P02	GRMZM2G407119	bHLH	Zm00001d047999
GRMZM2G407631_P01	GRMZM2G407631	bZIP	Zm00001d046664
GRMZM2G408012_P01	GRMZM2G408012	GRAS	Zm00001d017129
GRMZM2G408462_P01	GRMZM2G408462	WRKY	Zm00001d044010
GRMZM2G409627_P01	GRMZM2G409627	NF-X1	NA
GRMZM2G411766_P01	GRMZM2G411766	WRKY	Zm00001d011496
GRMZM2G412430_P02	GRMZM2G412430	bHLH	Zm00001d029402
GRMZM2G412430_P03	GRMZM2G412430	bHLH	Zm00001d029402
GRMZM2G414114_P01	GRMZM2G414114	TCP	Zm00001d007432
GRMZM2G414159_P01	GRMZM2G414159	Trihelix	Zm00001d013849
GRMZM2G414252_P01	GRMZM2G414252	bHLH	Zm00001d005841
GRMZM2G414315_P01	GRMZM2G414315	WRKY	Zm00001d009698
GRMZM2G414805_P02	GRMZM2G414805	SBP	Zm00001d014698
GRMZM2G414805_P03	GRMZM2G414805	SBP	Zm00001d014698
GRMZM2G414805_P04	GRMZM2G414805	SBP	Zm00001d014698
GRMZM2G414805_P05	GRMZM2G414805	SBP	Zm00001d014698
GRMZM2G414805_P06	GRMZM2G414805	SBP	Zm00001d014698
GRMZM2G414844_P01	GRMZM2G414844	ZF-HD	NA
GRMZM2G415229_P01	GRMZM2G415229	Trihelix	Zm00001d026245
GRMZM2G416524_P01	GRMZM2G416524	TCP	Zm00001d004791
GRMZM2G417164_P01	GRMZM2G417164	bHLH	Zm00001d009778
GRMZM2G417229_P01	GRMZM2G417229	ZF-HD	Zm00001d017784
GRMZM2G417229_P02	GRMZM2G417229	ZF-HD	Zm00001d017784
GRMZM2G417597_P01	GRMZM2G417597	bHLH	Zm00001d006022
GRMZM2G418899_P01	GRMZM2G418899	GRAS	Zm00001d022034
GRMZM2G418899_P02	GRMZM2G418899	GRAS	Zm00001d022034
GRMZM2G420280_P01	GRMZM2G420280	GRAS	Zm00001d003657
GRMZM2G421212_P01	GRMZM2G421212	GATA	Zm00001d025988
GRMZM2G423292_P01	GRMZM2G423292	GeBP	Zm00001d049991
GRMZM2G423423_P01	GRMZM2G423423	ZF-HD	Zm00001d033791
GRMZM2G424261_P01	GRMZM2G424261	TCP	Zm00001d025295
GRMZM2G425236_P01	GRMZM2G425236	ZF-HD	Zm00001d013409
GRMZM2G425366_P01	GRMZM2G425366	GRAS	Zm00001d007248
GRMZM2G425430_P01	GRMZM2G425430	WRKY	Zm00001d029564
GRMZM2G425920_P01	GRMZM2G425920	bZIP	Zm00001d025589
GRMZM2G425920_P02	GRMZM2G425920	bZIP	Zm00001d025589
GRMZM2G427087_P01	GRMZM2G427087	Trihelix	NA
GRMZM2G428184_P01	GRMZM2G428184	bZIP	Zm00001d027461
GRMZM2G428470_P01	GRMZM2G428470	Trihelix	Zm00001d000045
GRMZM2G430522_P01	GRMZM2G430522	NAC	Zm00001d031463
GRMZM2G430522_P02	GRMZM2G430522	NAC	Zm00001d031463
GRMZM2G430522_P03	GRMZM2G430522	NAC	Zm00001d031463
GRMZM2G430849_P01	GRMZM2G430849	NAC	Zm00001d022424
GRMZM2G431243_P01	GRMZM2G431243	CAMTA	Zm00001d047209
GRMZM2G431309_P01	GRMZM2G431309	GRAS	Zm00001d006701
GRMZM2G432583_P01	GRMZM2G432583	WRKY	Zm00001d010617
GRMZM2G435015_P01	GRMZM2G435015	bHLH	Zm00001d021172
GRMZM2G435475_P01	GRMZM2G435475	Dof	Zm00001d038693
GRMZM2G435824_P01	GRMZM2G435824	NAC	Zm00001d025483
GRMZM2G437481_P01	GRMZM2G437481	bHLH	NA
GRMZM2G438293_P01	GRMZM2G438293	bZIP	Zm00001d012273
GRMZM2G438438_P01	GRMZM2G438438	ZF-HD	Zm00001d032175
GRMZM2G438438_P02	GRMZM2G438438	ZF-HD	Zm00001d032175
GRMZM2G438652_P01	GRMZM2G438652	bZIP	Zm00001d018729
