Chr	WinCenter	tP	Tajima	nSites	pi
9	90912500	NA	NA	10738	NA
9	90937500	NA	NA	21036	NA
9	90962500	NA	NA	12231	NA
9	90987500	NA	NA	8910	NA
9	91012500	61.603508	-0.277032	10150	0.00606931113300493
9	91037500	24.938173	-1.172215	4664	0.00534694961406518
9	91062500	NA	NA	16206	NA
9	91087500	NA	NA	18569	NA
9	91112500	9.218372	-1.116834	2005	0.00459769177057357
9	91137500	NA	NA	16841	NA
9	91162500	NA	NA	14153	NA
9	91187500	NA	NA	17538	NA
9	91212500	NA	NA	16433	NA
9	91237500	NA	NA	14347	NA
9	91262500	NA	NA	15957	NA
9	91287500	NA	NA	13187	NA
9	91312500	57.15153	-1.327246	5627	0.010156660742847
9	91337500	43.806076	-1.535954	5082	0.00861984966548603
9	91362500	NA	NA	19247	NA
9	91387500	NA	NA	15791	NA
9	91412500	NA	NA	12016	NA
9	91437500	NA	NA	12434	NA
9	91462500	NA	NA	10210	NA
9	91487500	NA	NA	5072	NA
9	91512500	3.417389	-1.413588	1051	0.00325155946717412
9	91537500	NA	NA	11826	NA
9	91562500	NA	NA	23429	NA
9	91587500	NA	NA	15759	NA
9	91612500	NA	NA	15379	NA
9	91637500	NA	NA	14288	NA
9	91662500	NA	NA	13409	NA
9	91687500	NA	NA	10136	NA
9	91712500	94.785677	-0.114064	6128	0.0154676365861619
9	91737500	NA	NA	2644	NA
9	91762500	NA	NA	3954	NA
9	91787500	NA	NA	5227	NA
9	91812500	NA	NA	17680	NA
9	91837500	NA	NA	21466	NA
9	91862500	NA	NA	17392	NA
9	91887500	NA	NA	11322	NA
9	91912500	NA	NA	18154	NA
9	91937500	102.766093	-0.799048	18594	0.00552684161557492
9	91962500	140.686318	-0.640282	18857	0.00746069459617118
9	91987500	NA	NA	23820	NA
9	92012500	NA	NA	13083	NA
9	92037500	NA	NA	13501	NA
9	92062500	NA	NA	12127	NA
9	92087500	NA	NA	10493	NA
9	92112500	120.485872	-0.551785	12513	0.00962885575001998
9	92137500	NA	NA	12806	NA
9	92162500	NA	NA	23982	NA
9	92187500	NA	NA	18969	NA
9	92212500	NA	NA	19185	NA
9	92237500	NA	NA	23184	NA
9	92262500	77.648848	-1.62526	10454	0.0074276686435814
9	92287500	NA	NA	17891	NA
9	92312500	NA	NA	9044	NA
9	92337500	NA	NA	6885	NA
9	92362500	127.751183	-0.909684	17621	0.00724993944725044
9	92387500	NA	NA	11907	NA
9	92412500	13.339192	-1.154473	3095	0.00430991663974152
9	92437500	NA	NA	4895	NA
9	92462500	13.464032	-1.488348	3067	0.00438996804695142
9	92487500	13.545571	-0.28981	1858	0.00729040419806243
9	92512500	NA	NA	7520	NA
9	92537500	NA	NA	7239	NA
9	92562500	NA	NA	2970	NA
9	92587500	NA	NA	2388	NA
9	92612500	NA	NA	6274	NA
9	92637500	NA	NA	3344	NA
9	92662500	21.212535	-1.459268	3312	0.0064047509057971
9	92687500	NA	NA	6725	NA
9	92712500	NA	NA	15684	NA
9	92737500	NA	NA	21499	NA
9	92762500	211.634734	0.882976	23445	0.00902686005544892
9	92787500	37.980078	-0.68123	6639	0.00572075282422051
9	92812500	98.227633	0.781384	11647	0.00843372825620331
9	92837500	NA	NA	17589	NA
9	92862500	65.099601	-0.25374	12777	0.00509506151678798
9	92887500	59.87993	-1.549388	8693	0.0068882928793282
9	92912500	NA	NA	20093	NA
9	92937500	NA	NA	18267	NA
9	92962500	202.909899	1.768074	21486	0.00944381918458531
9	92987500	15.254685	-1.505288	3298	0.00462543511218921
9	93012500	41.679795	-1.593521	6164	0.00676180970149254
9	93037500	49.730344	-1.792264	11122	0.00447134903794282
9	93062500	105.924269	-0.800898	15533	0.00681930528552115
9	93087500	NA	NA	17969	NA
9	93112500	NA	NA	9365	NA
9	93137500	NA	NA	7647	NA
9	93162500	NA	NA	13810	NA
9	93187500	NA	NA	10829	NA
9	93212500	NA	NA	13787	NA
9	93237500	NA	NA	7359	NA
9	93262500	NA	NA	9189	NA
9	93287500	NA	NA	11050	NA
9	93312500	NA	NA	6652	NA
9	93337500	NA	NA	19143	NA
9	93362500	102.691251	-0.136071	13182	0.00779026331360947
9	93387500	57.057915	-1.405196	15132	0.00377067902458366
9	93412500	NA	NA	12581	NA
9	93437500	NA	NA	14731	NA
9	93462500	NA	NA	14089	NA
9	93487500	NA	NA	7970	NA
9	93512500	NA	NA	15744	NA
9	93537500	32.3648	-1.415643	6644	0.00487128236002408
9	93562500	NA	NA	13221	NA
9	93587500	NA	NA	5571	NA
9	93612500	NA	NA	8526	NA
9	93637500	133.531223	0.562835	7408	0.0180252730831534
9	93662500	195.510492	0.400717	9188	0.0212788955158903
9	93687500	40.86957	-1.297353	3087	0.0132392517006803
9	93762500	13.384706	-1.960175	3360	0.00398354345238095
9	93787500	NA	NA	19896	NA
9	93812500	104.806192	-1.361094	16505	0.00634996619206301
9	93837500	NA	NA	23635	NA
9	93862500	NA	NA	19663	NA
9	93887500	7.003127	-1.199132	2059	0.0034012272948033
9	93912500	NA	NA	18785	NA
9	93937500	10.761031	-1.186129	4228	0.00254518235572375
9	93962500	36.803745	-1.829399	10395	0.00354052380952381
9	93987500	126.286347	-1.412319	14167	0.00891412063245571
9	94012500	27.926325	-2.142877	11349	0.00246068596352101
9	94037500	NA	NA	8350	NA
9	94062500	20.781147	-1.739492	5399	0.0038490733469161
9	94087500	NA	NA	10004	NA
9	94112500	71.258102	-0.982092	9450	0.00754053989417989
9	94137500	NA	NA	20530	NA
9	94162500	NA	NA	15628	NA
9	94187500	74.564042	-1.196108	8994	0.00829042050255726
9	94212500	107.85643	-0.466637	17326	0.00622512005079072
9	94237500	59.80686	-1.41541	18081	0.00330771859963498
9	94262500	129.32556	-0.557053	10136	0.0127590331491713
9	94287500	NA	NA	11201	NA
9	94312500	NA	NA	10553	NA
9	94337500	NA	NA	18548	NA
9	94362500	NA	NA	16282	NA
9	94387500	NA	NA	14588	NA
9	94412500	NA	NA	20798	NA
9	94437500	19.447804	-1.676831	2389	0.00814056257848472
9	94462500	3.813406	-0.868478	364	0.0104763901098901
9	94487500	NA	NA	15687	NA
9	94512500	NA	NA	22057	NA
9	94537500	NA	NA	21001	NA
9	94562500	117.166056	-1.357832	20068	0.00583845206298585
9	94587500	40.892121	-1.859357	11459	0.0035685592983681
9	94612500	71.144929	-1.497109	13425	0.00529943605214153
9	94637500	78.426713	-1.644111	21172	0.00370426568108823
9	94662500	146.876056	-0.581969	21966	0.00668651807338614
9	94687500	15.375189	-2.074652	10323	0.00148941092705609
9	94712500	57.803684	-2.051761	24437	0.00236541654049188
9	94737500	NA	NA	23207	NA
9	94762500	32.699352	-1.937319	14203	0.00230228486939379
9	94787500	NA	NA	23585	NA
9	94812500	NA	NA	24186	NA
9	94837500	145.72668	-0.728738	24972	0.0058356030754445
9	94862500	NA	NA	13672	NA
9	94887500	NA	NA	18125	NA
9	94912500	NA	NA	24618	NA
9	94937500	NA	NA	24827	NA
9	94962500	NA	NA	23895	NA
9	94987500	NA	NA	22551	NA
9	95012500	27.931889	-1.619036	7737	0.00361017047951402
9	95037500	NA	NA	11532	NA
9	95062500	NA	NA	15263	NA
9	95087500	NA	NA	19758	NA
9	95112500	NA	NA	21412	NA
9	95137500	NA	NA	20598	NA
9	95162500	NA	NA	22903	NA
9	95187500	118.411393	-0.801936	22552	0.0052505938719404
9	95212500	NA	NA	7081	NA
9	95237500	68.786936	-0.893604	16088	0.00427566732968672
9	95262500	36.034964	-1.833813	14926	0.00241424118987003
9	95287500	NA	NA	23375	NA
9	95312500	NA	NA	23376	NA
9	95337500	NA	NA	20049	NA
9	95362500	NA	NA	17871	NA
9	95387500	NA	NA	21213	NA
9	95412500	NA	NA	21029	NA
9	95437500	NA	NA	21231	NA
9	95462500	NA	NA	22598	NA
9	95487500	NA	NA	16316	NA
9	95512500	96.976357	-1.060064	19083	0.00508181926321857
9	95537500	NA	NA	21175	NA
9	95562500	41.040183	-1.976384	14721	0.0027878665172203
9	95587500	64.197685	-2.126488	23132	0.00277527602455473
9	95612500	36.811111	-1.918781	15504	0.00237429766511868
9	95637500	103.328102	-1.175027	21210	0.00487166911834041
9	95662500	NA	NA	12979	NA
9	95687500	7.105493	-1.88611	4773	0.00148868489419652
9	95712500	32.778243	-1.912047	14834	0.00220966988000539
9	95737500	NA	NA	17724	NA
9	95762500	NA	NA	20319	NA
9	95787500	NA	NA	17411	NA
9	95812500	NA	NA	16060	NA
9	95837500	19.366323	-1.891033	10831	0.00178804570215123
9	95862500	38.571691	-1.638272	13409	0.0028765523901857
9	95887500	50.575491	-1.433982	11059	0.00457324269825482
9	95912500	NA	NA	24696	NA
9	95937500	NA	NA	20826	NA
9	95962500	NA	NA	20856	NA
9	95987500	NA	NA	6636	NA
9	96012500	NA	NA	13014	NA
9	96037500	48.26606	-1.372861	7870	0.00613291740787802
9	96062500	NA	NA	10354	NA
9	96087500	NA	NA	11499	NA
9	96112500	NA	NA	6923	NA
9	96137500	NA	NA	11665	NA
9	96162500	NA	NA	15797	NA
9	96187500	NA	NA	24806	NA
9	96212500	NA	NA	22630	NA
9	96237500	105.853841	-1.177992	22208	0.0047664733879683
9	96262500	NA	NA	22570	NA
9	96287500	NA	NA	19914	NA
9	96312500	NA	NA	17091	NA
9	96337500	111.16363	-1.15762	16129	0.00689215884431769
9	96362500	NA	NA	12822	NA
9	96387500	103.504888	-1.328337	12860	0.00804859160186625
9	96412500	55.253289	-1.191671	7289	0.00758036616819866
9	96437500	111.21042	-0.299426	10877	0.0102243651742208
9	96462500	NA	NA	22038	NA
9	96487500	27.426731	-2.141953	17928	0.00152982658411423
9	96512500	33.961197	-2.017593	18991	0.00178827850034227
9	96537500	NA	NA	14574	NA
9	96562500	NA	NA	20057	NA
9	96587500	115.214092	-0.838642	21842	0.0052748874645179
9	96612500	NA	NA	18498	NA
9	96637500	97.343593	-0.33515	10197	0.00954629724428754
9	96662500	0.655662	-1.343814	393	0.00166835114503817
9	96687500	1.339519	-2.066106	1220	0.00109796639344262
9	96712500	12.919004	-1.060509	1500	0.00861266933333333
9	96737500	0.036539	-1.127476	379	9.64089709762533e-05
9	96762500	NA	NA	10278	NA
9	96787500	NA	NA	22029	NA
9	96812500	71.145578	-0.438861	15827	0.0044952030075188
9	96837500	28.757217	-2.113545	18202	0.00157989325348863
9	96862500	57.353974	-1.384974	19692	0.00291255200081251
9	96887500	NA	NA	19697	NA
9	96912500	NA	NA	6795	NA
9	96937500	149.052421	0.543914	9676	0.015404342806945
9	96962500	122.007166	-1.244407	13250	0.009208088
9	96987500	NA	NA	14688	NA
9	97012500	195.274304	0.242262	15450	0.0126391135275081
9	97037500	72.984931	-1.025036	11131	0.00655690692660138
9	97062500	131.065916	-1.192431	14829	0.00883848647919617
9	97087500	NA	NA	14547	NA
9	97112500	160.405619	0.200872	12091	0.0132665303945083
9	97137500	31.354592	-1.143718	6133	0.0051124395891081
9	97162500	65.451681	-0.965739	9358	0.00699419544774524
9	97187500	105.173941	-0.427719	10118	0.0103947362126903
9	97212500	NA	NA	18836	NA
9	97237500	NA	NA	24185	NA
9	97262500	NA	NA	24423	NA
9	97287500	NA	NA	18549	NA
9	97312500	NA	NA	16164	NA
9	97337500	NA	NA	15842	NA
9	97362500	64.187147	-0.535966	9230	0.00695418710725894
9	97387500	67.442647	-1.245521	11220	0.00601093110516934
9	97412500	NA	NA	15079	NA
9	97437500	NA	NA	22194	NA
9	97462500	NA	NA	23263	NA
9	97487500	47.769317	-1.841708	11809	0.00404516191040732
9	97512500	86.409623	-0.885556	14436	0.00598570400387919
9	97537500	63.581455	-0.75609	11612	0.00547549560799173
9	97562500	45.280747	-1.706069	13832	0.00327362254193175
9	97587500	NA	NA	23324	NA
9	97612500	NA	NA	15691	NA
9	97637500	41.899649	-1.806462	9369	0.00447215807450101
9	97662500	102.407038	1.014735	10257	0.00998411211855318
9	97687500	NA	NA	10945	NA
9	97712500	NA	NA	12394	NA
9	97737500	NA	NA	7589	NA
9	97762500	NA	NA	11426	NA
9	97787500	NA	NA	22319	NA
9	97812500	NA	NA	23368	NA
9	97837500	299.071352	-0.312841	22664	0.0131958768090364
9	97862500	180.754658	-0.316377	18589	0.00972374296627037
9	97887500	189.850584	-1.021992	19757	0.0096092819760085
9	97912500	NA	NA	14045	NA
9	97937500	NA	NA	22015	NA
9	97962500	40.985365	-1.76404	17694	0.00231634254549565
9	97987500	128.971403	-0.58019	19522	0.00660646465526073
9	98012500	NA	NA	21838	NA
9	98037500	NA	NA	17892	NA
9	98062500	NA	NA	16287	NA
9	98087500	14.346116	-1.773478	4665	0.00307526602357985
9	98112500	NA	NA	12582	NA
9	98137500	39.598764	-1.956489	11263	0.00351582739944953
9	98162500	109.888608	-0.807936	13404	0.0081981951656222
9	98187500	NA	NA	20285	NA
9	98212500	NA	NA	10951	NA
9	98237500	NA	NA	15265	NA
9	98262500	NA	NA	24235	NA
9	98287500	121.695521	-0.402914	12170	0.00999963196384552
9	98312500	44.206592	-1.624132	9831	0.00449665262943749
9	98337500	NA	NA	5508	NA
9	98362500	57.07615	-1.622562	10024	0.00569394952114924
9	98387500	NA	NA	7520	NA
9	98412500	33.904118	-1.748924	8271	0.00409915584572603
9	98437500	35.396936	-1.3774	6868	0.00515389283634246
9	98462500	NA	NA	15833	NA
9	98487500	NA	NA	11045	NA
9	98512500	NA	NA	15769	NA
9	98537500	NA	NA	6870	NA
9	98562500	47.71953	-0.225205	5533	0.00862453099584312
9	98587500	NA	NA	10322	NA
9	98612500	NA	NA	8221	NA
9	98637500	NA	NA	17934	NA
9	98662500	NA	NA	9775	NA
9	98687500	NA	NA	15951	NA
9	98712500	NA	NA	10979	NA
9	98737500	NA	NA	9169	NA
9	98762500	71.074968	-1.335057	9221	0.00770794577594621
9	98787500	NA	NA	12469	NA
9	98812500	NA	NA	10934	NA
9	98837500	NA	NA	18599	NA
9	98862500	NA	NA	13468	NA
9	98887500	NA	NA	7214	NA
9	98912500	NA	NA	12575	NA
9	98937500	NA	NA	16480	NA
9	98962500	NA	NA	21821	NA
9	98987500	NA	NA	19554	NA
9	99012500	NA	NA	18956	NA
9	99037500	NA	NA	19115	NA
9	99062500	NA	NA	24371	NA
9	99087500	NA	NA	22583	NA
9	99112500	NA	NA	21692	NA
9	99137500	NA	NA	22409	NA
9	99162500	60.462182	-1.011053	7884	0.00766897285641806
9	99187500	67.395233	-1.863119	13351	0.00504795393603475
9	99212500	NA	NA	8996	NA
9	99237500	34.009913	-1.907777	9002	0.00377803965785381
9	99262500	28.649941	-1.722958	5729	0.00500086245418048
9	99287500	95.226423	-1.275577	13013	0.00731779166986859
9	99312500	NA	NA	10427	NA
9	99337500	NA	NA	12971	NA
9	99362500	46.472544	-1.357139	7760	0.00598872989690722
9	99387500	NA	NA	14525	NA
9	99412500	NA	NA	17826	NA
9	99437500	108.017227	-1.252604	12229	0.00883287488756235
9	99462500	115.271278	-1.349418	11899	0.00968747609042777
9	99487500	NA	NA	12184	NA
9	99512500	NA	NA	8403	NA
9	99537500	NA	NA	12149	NA
9	99562500	NA	NA	11495	NA
9	99587500	NA	NA	20820	NA
9	99612500	NA	NA	13498	NA
9	99637500	14.6984	-2.097282	16985	0.000865375331174566
9	99662500	NA	NA	11604	NA
9	99687500	NA	NA	4400	NA
9	99712500	41.619068	-1.052753	3947	0.010544481378262
9	99737500	9.042638	-1.127677	2534	0.00356852328334649
9	99762500	NA	NA	7866	NA
9	99787500	NA	NA	5686	NA
9	99812500	NA	NA	11760	NA
9	99837500	NA	NA	21679	NA
9	99862500	63.352321	-1.728151	22478	0.00281841449417208
9	99887500	41.151324	-1.775257	20084	0.00204896056562438
9	99912500	37.670118	-1.976202	17356	0.00217043777368057
9	99937500	66.823614	-1.987771	24092	0.00277368479163208
9	99962500	50.731989	-2.067539	24400	0.00207917987704918
9	99987500	80.080464	-1.909822	23855	0.00335696767973171
9	100012500	66.404822	-1.848725	18762	0.00353932533845006
9	100037500	NA	NA	15681	NA
9	100062500	NA	NA	17258	NA
9	100087500	NA	NA	21213	NA
9	100112500	NA	NA	22946	NA
9	100137500	NA	NA	17646	NA
9	100162500	NA	NA	15918	NA
9	100187500	NA	NA	17569	NA
9	100212500	121.233407	-1.125746	18021	0.0067273407136119
9	100237500	130.749397	-1.060892	15879	0.00823410775237735
9	100262500	NA	NA	16022	NA
9	100287500	NA	NA	14313	NA
9	100312500	NA	NA	21582	NA
9	100337500	NA	NA	13220	NA
9	100362500	NA	NA	21786	NA
9	100387500	NA	NA	20403	NA
9	100412500	NA	NA	13063	NA
9	100437500	NA	NA	21063	NA
9	100462500	NA	NA	24638	NA
9	100487500	NA	NA	21912	NA
9	100512500	NA	NA	23734	NA
9	100537500	72.996741	-0.827103	10914	0.00668835816382628
9	100562500	108.119983	-1.472605	23766	0.00454935550786838
9	100587500	151.283641	-1.531506	24919	0.00607101573096834
9	100612500	117.747876	-1.640778	24445	0.00481684908979341
9	100637500	NA	NA	23910	NA
9	100662500	NA	NA	22937	NA
9	100687500	NA	NA	12763	NA
9	100712500	74.126474	0.6585	5104	0.0145232119905956
9	100737500	38.304872	-1.295352	5665	0.0067616720211827
9	100762500	80.300541	-1.33558	7165	0.0112073330076762
9	100787500	51.80988	-0.928008	5576	0.00929158536585366
9	100812500	NA	NA	13483	NA
9	100837500	NA	NA	20259	NA
9	100862500	NA	NA	22654	NA
9	100887500	47.38844	-1.503936	18035	0.0026275819240366
9	100912500	88.034386	-1.002777	20218	0.00435425788900979
9	100937500	NA	NA	24803	NA
9	100962500	NA	NA	18494	NA
9	100987500	NA	NA	9344	NA
9	101012500	NA	NA	19573	NA
9	101037500	NA	NA	13247	NA
9	101062500	NA	NA	15572	NA
9	101087500	NA	NA	11390	NA
9	101112500	51.948533	-1.533946	5729	0.00906764409146448
9	101137500	NA	NA	9617	NA
9	101162500	NA	NA	11653	NA
9	101187500	104.853943	-1.772333	23780	0.00440933317914214
9	101212500	NA	NA	23501	NA
9	101237500	91.389833	-0.813749	12829	0.00712369109049809
9	101262500	NA	NA	10267	NA
9	101287500	NA	NA	15887	NA
9	101312500	189.376345	0.372665	15495	0.0122217712165215
9	101337500	78.299692	-0.314638	6002	0.0130456001332889
9	101362500	291.327223	1.505907	17800	0.0163666979213483
9	101387500	NA	NA	9229	NA
9	101412500	NA	NA	20694	NA
9	101437500	49.913464	-2.047726	22539	0.00221453764585829
9	101462500	NA	NA	24433	NA
9	101487500	NA	NA	17960	NA
9	101512500	3.690101	-2.149206	987	0.00373870415400203
9	101537500	17.464015	-1.660906	3606	0.00484304353854687
9	101562500	28.226997	-1.526787	4166	0.00677556337013922
9	101587500	NA	NA	6566	NA
9	101612500	NA	NA	9873	NA
9	101637500	55.371272	-0.34571	12560	0.00440854076433121
9	101662500	NA	NA	20707	NA
9	101687500	NA	NA	12185	NA
9	101712500	NA	NA	23155	NA
9	101737500	NA	NA	23116	NA
9	101762500	NA	NA	24468	NA
9	101787500	153.064573	0.884743	11274	0.0135767760333511
9	101812500	NA	NA	13016	NA
9	101837500	109.751423	-0.7089	11067	0.00991699855426041
9	101862500	NA	NA	17773	NA
9	101887500	NA	NA	19339	NA
9	101912500	NA	NA	14855	NA
9	101937500	NA	NA	9291	NA
9	101962500	NA	NA	8479	NA
9	101987500	NA	NA	6316	NA
9	102012500	NA	NA	6865	NA
9	102037500	NA	NA	7879	NA
9	102062500	105.953623	-0.362934	8869	0.0119465129101364
9	102087500	NA	NA	13609	NA
9	102112500	NA	NA	18030	NA
9	102137500	NA	NA	10290	NA
9	102162500	NA	NA	9466	NA
9	102187500	NA	NA	10126	NA
9	102212500	NA	NA	20525	NA
9	102237500	32.701055	-1.521595	14595	0.00224056560465913
9	102262500	19.251514	-2.032244	14315	0.00134484903946909
9	102287500	NA	NA	20653	NA
9	102312500	86.327648	-1.469508	24915	0.00346488653421634
9	102337500	106.196692	-0.889637	18522	0.00573354346182918
9	102362500	NA	NA	17523	NA
9	102387500	64.627312	-0.83985	11652	0.00554645657397872
9	102412500	NA	NA	10044	NA
9	102437500	NA	NA	15866	NA
9	102462500	NA	NA	12492	NA
9	102487500	NA	NA	12371	NA
9	102512500	NA	NA	16014	NA
9	102537500	NA	NA	5772	NA
9	102562500	NA	NA	6587	NA
9	102587500	NA	NA	5434	NA
9	102612500	NA	NA	3563	NA
9	102637500	NA	NA	3130	NA
9	102662500	NA	NA	3927	NA
9	102687500	16.846472	-1.563963	1919	0.00877877644606566
9	102712500	NA	NA	7904	NA
9	102737500	NA	NA	3046	NA
9	102762500	NA	NA	6521	NA
9	102787500	NA	NA	3327	NA
9	102812500	NA	NA	11924	NA
9	102837500	NA	NA	9956	NA
9	102862500	NA	NA	11246	NA
9	102887500	NA	NA	12802	NA
9	102912500	NA	NA	9165	NA
9	102937500	NA	NA	4281	NA
9	102962500	NA	NA	8360	NA
9	102987500	NA	NA	7915	NA
9	103012500	NA	NA	12873	NA
9	103037500	NA	NA	5730	NA
9	103062500	NA	NA	11372	NA
9	103087500	NA	NA	13676	NA
9	103112500	165.174756	-0.907777	22654	0.00729119608016244
9	103137500	94.694543	-0.294247	15070	0.00628364585268746
9	103162500	46.497615	-1.769679	16991	0.00273660261314814
9	103187500	31.734896	-1.995175	15841	0.00200333918313238
9	103212500	NA	NA	14831	NA
9	103237500	27.268283	-1.631313	5710	0.00477553117338003
9	103262500	NA	NA	11638	NA
9	103287500	9.642551	-1.567798	2775	0.00347479315315315
9	103312500	NA	NA	9231	NA
9	103337500	NA	NA	22254	NA
9	103362500	NA	NA	18774	NA
9	103387500	NA	NA	20027	NA
9	103412500	NA	NA	17173	NA
9	103437500	NA	NA	19376	NA
9	103462500	NA	NA	12486	NA
9	103487500	99.999382	-0.998749	11670	0.00856892733504713
9	103512500	NA	NA	23317	NA
9	103537500	NA	NA	22845	NA
9	103562500	NA	NA	18912	NA
9	103587500	NA	NA	12887	NA
9	103612500	NA	NA	7772	NA
9	103637500	NA	NA	10657	NA
9	103662500	48.766442	-1.069178	6284	0.00776041406747295
9	103687500	NA	NA	12162	NA
9	103712500	NA	NA	6434	NA
9	103737500	NA	NA	16650	NA
9	103762500	NA	NA	17126	NA
9	103787500	131.670084	-1.261857	12776	0.010306049154665
9	103812500	NA	NA	6142	NA
9	103837500	NA	NA	7920	NA
9	103862500	NA	NA	7074	NA
9	103887500	NA	NA	15679	NA
9	103912500	NA	NA	6042	NA
9	103937500	NA	NA	16780	NA
9	103962500	NA	NA	9893	NA
9	103987500	11.833817	-0.906175	2510	0.00471466812749004
9	104012500	40.026288	-0.624627	2728	0.0146723929618768
9	104037500	NA	NA	9821	NA
9	104062500	NA	NA	20867	NA
9	104087500	65.248827	-0.855857	5955	0.0109569818639799
9	104112500	NA	NA	12097	NA
9	104137500	NA	NA	14512	NA
9	104162500	NA	NA	9657	NA
9	104187500	NA	NA	14529	NA
9	104212500	NA	NA	5337	NA
9	104237500	NA	NA	11660	NA
9	104262500	NA	NA	11174	NA
9	104287500	NA	NA	21190	NA
9	104312500	NA	NA	8318	NA
9	104337500	NA	NA	15337	NA
9	104362500	NA	NA	11904	NA
9	104387500	160.673742	-0.115328	23216	0.00692081934872502
9	104412500	NA	NA	23004	NA
9	104437500	NA	NA	24432	NA
9	104462500	NA	NA	23871	NA
9	104487500	NA	NA	24214	NA
9	104512500	NA	NA	24106	NA
9	104537500	NA	NA	22671	NA
9	104562500	83.784895	-1.449214	22143	0.00378380955606738
9	104587500	36.878552	-2.019682	22192	0.00166179488103821
9	104612500	65.733656	-1.884479	18666	0.00352157162755813
9	104637500	14.36293	-2.067846	11936	0.00120332858579088
9	104662500	72.54602	-1.652282	22479	0.00322727968325993
9	104687500	NA	NA	10494	NA
9	104712500	NA	NA	9730	NA
9	104737500	NA	NA	18920	NA
9	104762500	NA	NA	10326	NA
9	104787500	NA	NA	21040	NA
9	104812500	NA	NA	10317	NA
9	104837500	NA	NA	13594	NA
9	104862500	NA	NA	14487	NA
9	104887500	2.357342	-1.716059	1059	0.00222600755429651
9	104912500	NA	NA	10888	NA
9	104937500	31.319256	-1.875948	6640	0.00471675542168675
9	104962500	NA	NA	23410	NA
9	104987500	NA	NA	24087	NA
9	105012500	NA	NA	24856	NA
9	105037500	41.559512	-1.977684	15326	0.00271169985645309
9	105062500	28.981285	-1.852623	16124	0.00179740045894319
9	105087500	NA	NA	16557	NA
9	105112500	NA	NA	21356	NA
9	105137500	NA	NA	22648	NA
9	105162500	NA	NA	23976	NA
9	105187500	90.177454	-1.380727	18716	0.00481820121820902
9	105212500	62.57426	-1.456847	16858	0.0037118436350694
9	105237500	NA	NA	18956	NA
9	105262500	NA	NA	1550	NA
9	105287500	NA	NA	8595	NA
9	105312500	NA	NA	16780	NA
9	105337500	244.533764	-0.768574	24519	0.00997323561319793
9	105362500	36.65485	-1.952695	12860	0.00285029937791602
9	105387500	61.109477	-0.386939	9344	0.00653996971318493
9	105412500	75.66486	-1.240304	8596	0.00880233364355514
9	105437500	112.058482	0.17839	8042	0.0139341559313604
9	105462500	NA	NA	19542	NA
9	105487500	151.816327	-0.135363	15738	0.00964648157326217
9	105512500	37.615827	-1.110112	7469	0.00503626014191994
9	105537500	NA	NA	11683	NA
9	105562500	NA	NA	11749	NA
9	105587500	NA	NA	11416	NA
9	105612500	47.843412	-0.056157	6451	0.00741643342117501
9	105637500	NA	NA	10790	NA
9	105662500	NA	NA	23571	NA
9	105687500	NA	NA	21764	NA
9	105712500	NA	NA	14700	NA
9	105737500	NA	NA	22959	NA
9	105762500	NA	NA	19205	NA
9	105787500	0.371725	-1.314506	462	0.000804599567099567
9	105837500	1.681453	-1.340552	885	0.00189994689265537
9	105862500	NA	NA	20344	NA
9	105887500	54.26991	-1.493272	21981	0.00246894636276784
9	105912500	NA	NA	20187	NA
9	105937500	NA	NA	20996	NA
9	105962500	NA	NA	14856	NA
9	105987500	63.777239	-0.467677	5913	0.0107859359039405
9	106012500	NA	NA	11340	NA
9	106037500	NA	NA	8175	NA
9	106062500	15.902145	-1.69613	7341	0.00216620964446261
9	106087500	NA	NA	10935	NA
9	106112500	NA	NA	19988	NA
9	106137500	NA	NA	18053	NA
9	106162500	NA	NA	23785	NA
9	106187500	NA	NA	19767	NA
9	106212500	NA	NA	22593	NA
9	106237500	NA	NA	11212	NA
9	106262500	40.762065	-0.947866	5975	0.00682210292887029
9	106287500	140.128825	0.583126	17329	0.00808637688268221
9	106312500	52.622784	-0.793054	7634	0.00689321247052659
9	106337500	NA	NA	6449	NA
9	106362500	32.596305	-0.92889	5065	0.0064355982230997
9	106387500	NA	NA	5176	NA
9	106412500	23.550286	-1.683053	6530	0.00360647565084227
9	106437500	NA	NA	18734	NA
9	106462500	NA	NA	21493	NA
9	106487500	NA	NA	17303	NA
9	106512500	NA	NA	12062	NA
9	106537500	61.189492	-0.620225	5109	0.0119768040712468
9	106562500	185.64222	0.575652	11615	0.015982972018941
9	106587500	NA	NA	7372	NA
9	106612500	NA	NA	13709	NA
9	106637500	NA	NA	23511	NA
9	106662500	NA	NA	19604	NA
9	106687500	50.24978	-1.259082	10940	0.00459321572212066
9	106712500	NA	NA	9060	NA
9	106737500	NA	NA	23824	NA
9	106762500	NA	NA	11301	NA
9	106787500	NA	NA	21659	NA
9	106812500	102.024575	-0.738605	17331	0.00588682563037332
9	106837500	116.663004	-0.809228	10723	0.0108796982187821
9	106862500	68.122096	-0.264083	6102	0.0111638964274009
9	106887500	NA	NA	4969	NA
9	106912500	NA	NA	17883	NA
9	106937500	NA	NA	13854	NA
9	106962500	NA	NA	21732	NA
9	106987500	137.322771	-1.42962	22655	0.0060614774222026
9	107012500	NA	NA	17912	NA
9	107037500	NA	NA	18094	NA
9	107062500	8.674942	-1.727625	2837	0.00305778709904829
